#NAME	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
#CLASS:DOSE	10000000	10000000	10000000	1000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	0	0	0
ENSDARG00000031681	111	29	52	9	39	86	93	44	66	90	26	81	108	67	23	54	0	0
ENSDARG00000031683	7	0	14	2	0	4	0	3	6	2	10	3	0	3	0	11	0	0
ENSDARG00000031693	5	0	6	0	0	0	3	0	0	0	6	0	0	2	1	0	0	0
ENSDARG00000031698	4	1	13	0	0	4	6	1	4	0	0	0	0	3	2	0	0	0
ENSDARG00000031702	158	63	130	16	110	61	175	23	83	26	61	34	146	113	0	80	3	10
ENSDARG00000031709	227	25	72	8	19	68	49	61	96	34	3	80	59	82	10	38	0	6
ENSDARG00000031712	81	0	12	0	0	16	26	37	25	0	11	0	0	36	0	0	0	0
ENSDARG00000031720	4206	734	2140	162	1192	1750	3344	1759	1770	1248	770	1436	3418	3073	871	1507	9	132
ENSDARG00000031731	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000031737	33	6	6	1	0	1	8	0	7	34	2	2	22	8	19	8	0	0
ENSDARG00000031745	10	1	0	0	0	0	0	0	0	4	0	0	17	8	0	0	0	6
ENSDARG00000031751	95	3	115	1	38	45	58	57	38	49	15	17	53	136	17	25	0	0
ENSDARG00000031756	357	39	234	40	41	115	225	92	87	48	67	166	227	214	84	180	0	22
ENSDARG00000031757	9	0	10	0	8	0	4	2	2	0	0	1	0	2	0	1	0	0
ENSDARG00000031761	85	16	33	1	58	18	34	40	33	23	26	27	103	53	17	9	0	9
ENSDARG00000031763	136	31	72	7	36	76	103	44	40	27	19	44	125	139	41	39	0	15
ENSDARG00000031768	735	212	500	70	205	350	548	304	268	173	105	264	611	781	197	328	3	60
ENSDARG00000031770	90	55	72	5	59	14	212	13	25	41	157	50	74	160	18	23	3	1
ENSDARG00000031774	83	6	28	0	34	45	108	26	12	2	3	88	50	84	22	51	0	5
ENSDARG00000031775	124	22	41	3	26	28	66	31	39	16	27	44	49	55	26	24	1	3
ENSDARG00000031776	197	35	97	0	42	76	151	65	44	64	13	59	149	163	20	58	4	12
ENSDARG00000031777	63	19	59	0	40	20	26	43	12	19	0	46	81	38	11	25	0	0
ENSDARG00000031782	850	142	401	31	215	355	467	394	230	288	95	313	381	377	108	249	2	24
ENSDARG00000031783	57	27	63	9	21	79	66	20	113	80	24	4	152	158	13	60	0	14
ENSDARG00000031795	289	63	163	15	23	212	192	90	122	78	64	93	131	144	57	44	2	14
ENSDARG00000031796	1020	223	599	44	263	439	637	348	346	347	142	285	697	491	134	285	2	25
ENSDARG00000031809	21	5	1	0	0	10	11	9	11	28	2	0	27	5	11	16	0	0
ENSDARG00000031814	10	4	0	0	0	0	3	0	0	0	0	9	0	0	0	6	0	0
ENSDARG00000031817	44	8	13	1	23	7	12	29	16	14	3	23	69	44	7	1	0	0
ENSDARG00000031819	664	159	377	19	253	293	566	265	238	141	145	253	518	393	82	237	4	32
ENSDARG00000031836	73	30	67	4	20	68	79	22	46	33	21	73	78	56	33	24	0	17
ENSDARG00000031845	114	20	49	12	23	33	42	28	148	28	5	20	166	118	21	21	0	0
ENSDARG00000031848	23	2	44	0	24	34	21	18	12	16	9	50	11	15	12	13	0	0
ENSDARG00000031875	20	2	8	0	15	11	5	0	1	8	7	20	17	12	12	2	0	0
ENSDARG00000031876	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000031885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000031886	89	37	38	0	0	58	34	44	6	26	44	16	26	50	19	52	0	1
ENSDARG00000031888	164	21	31	17	32	49	47	21	26	16	61	98	97	69	27	60	0	6
ENSDARG00000031890	59	6	17	0	0	18	45	20	32	10	6	20	40	13	8	20	8	0
ENSDARG00000031891	103	17	42	0	24	62	39	51	22	8	7	45	62	21	2	45	0	2
ENSDARG00000031894	204	42	189	0	93	98	155	66	33	57	20	129	238	154	34	70	2	7
ENSDARG00000031907	171	76	124	0	22	26	60	80	101	30	23	136	91	53	53	13	0	0
ENSDARG00000031911	209	117	177	225	65	116	117	163	63	39	56	94	103	176	79	59	2	10
ENSDARG00000031915	96	74	39	0	7	43	35	18	11	10	3	11	58	34	4	56	0	0
ENSDARG00000031929	3	0	17	0	9	20	0	13	5	9	9	3	10	8	0	9	0	0
ENSDARG00000031930	0	0	24	2	0	6	16	0	0	0	3	0	0	0	4	0	0	0
ENSDARG00000031952	1111	160	534	33	112	206	239	273	243	107	137	243	543	485	193	124	1	27
ENSDARG00000031954	11	5	2	0	4	39	85	1	4	32	8	5	37	98	0	9	0	0
ENSDARG00000031956	44	1	1	0	1	0	14	43	10	12	12	6	30	0	4	6	0	0
ENSDARG00000031968	0	22	7	0	5	30	3	0	0	0	0	5	47	0	0	38	0	0
ENSDARG00000031971	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
ENSDARG00000031976	9	0	0	0	0	9	0	0	0	0	3	0	0	8	4	4	0	0
ENSDARG00000031981	16	0	3	0	7	9	9	10	19	1	0	15	28	25	0	11	1	0
ENSDARG00000031983	4	0	4	0	0	0	11	3	2	11	1	1	13	37	14	0	0	0
ENSDARG00000031985	63	2	16	9	3	3	61	0	25	12	11	41	78	45	6	4	0	26
ENSDARG00000032005	36	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000032010	85	101	42	0	36	22	35	10	33	21	4	25	23	30	7	26	0	0
ENSDARG00000032013	310	74	209	11	57	98	174	67	109	88	57	135	183	180	67	83	6	13
ENSDARG00000032037	37	6	4	0	6	8	7	4	15	13	7	6	3	11	5	1	0	0
ENSDARG00000032039	224	46	112	7	99	69	149	74	76	41	40	96	171	226	74	74	1	3
ENSDARG00000032043	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0
ENSDARG00000032049	206	120	167	5	210	103	159	63	64	58	99	156	175	460	105	63	1	6
ENSDARG00000032056	113	18	42	0	49	71	77	29	57	31	12	106	87	48	10	56	0	12
ENSDARG00000032072	124	61	179	3	43	50	131	97	126	72	44	204	111	181	19	51	1	3
ENSDARG00000032077	0	0	0	0	0	0	5	0	0	19	0	3	0	0	0	0	0	0
ENSDARG00000032079	66	39	43	9	13	42	62	46	44	14	14	29	70	105	7	20	0	13
ENSDARG00000032083	391	124	202	0	97	206	184	76	81	143	66	164	339	177	25	76	10	6
ENSDARG00000032087	32	8	36	0	18	57	9	32	3	6	0	18	51	24	23	5	0	0
ENSDARG00000032098	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000032102	31	13	12	0	0	28	16	8	22	9	9	23	15	47	0	17	4	5
ENSDARG00000032103	1578	341	1023	63	316	552	889	632	374	537	301	611	1050	1074	267	449	13	36
ENSDARG00000032114	249	29	142	0	95	124	212	145	110	103	43	85	245	115	84	111	0	9
ENSDARG00000032116	12	5	7	6	1	18	4	20	0	4	1	2	32	11	5	2	0	0
ENSDARG00000032117	177	43	67	3	50	36	109	26	51	61	34	42	107	76	33	31	0	26
ENSDARG00000032126	44	9	19	1	12	40	45	25	28	4	12	30	28	28	17	4	0	3
ENSDARG00000032129	131	17	66	0	27	48	37	21	41	78	12	32	27	25	25	49	0	3
ENSDARG00000032131	11	0	0	0	3	0	0	2	4	0	0	0	29	24	0	0	0	0
ENSDARG00000032155	590	111	264	9	116	189	399	164	154	176	122	166	311	269	72	185	0	5
ENSDARG00000032156	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000032157	99	6	60	5	11	15	76	50	6	31	14	6	45	48	8	12	0	5
ENSDARG00000032161	762	137	369	12	229	356	523	192	262	126	205	214	570	565	397	218	2	38
ENSDARG00000032175	309	104	444	6	64	125	166	137	173	177	165	172	586	195	78	56	12	46
ENSDARG00000032188	39	26	34	0	29	11	74	26	30	41	12	56	80	61	20	13	0	3
ENSDARG00000032197	84	22	19	5	7	17	25	21	14	14	8	17	46	77	24	22	0	0
ENSDARG00000032199	28	18	12	0	18	5	14	22	5	1	15	33	46	61	5	24	0	0
ENSDARG00000032206	21	10	18	0	0	0	14	18	3	8	1	11	12	0	24	8	0	2
ENSDARG00000032218	32	9	32	5	11	0	43	27	29	26	30	27	33	48	2	12	8	2
ENSDARG00000032221	271	7	63	2	13	119	139	28	86	62	10	96	127	61	54	72	1	22
ENSDARG00000032234	0	8	0	0	0	0	21	2	2	0	0	0	0	0	0	0	0	0
ENSDARG00000032237	21	1	71	0	5	42	27	11	34	33	2	27	19	12	0	9	0	0
ENSDARG00000032238	15	5	0	1	6	6	18	0	70	21	0	13	21	19	0	15	0	6
ENSDARG00000032242	21	0	2	0	2	1	15	8	2	0	5	0	4	7	1	13	0	0
ENSDARG00000032246	14	1	8	0	1	10	17	0	2	5	5	1	20	14	3	7	0	0
ENSDARG00000032256	32	3	13	2	11	0	20	5	93	12	7	18	14	61	0	23	0	0
ENSDARG00000032261	189	65	131	4	58	82	104	43	57	60	26	65	133	93	25	64	0	0
ENSDARG00000032263	10	4	0	0	3	8	1	0	0	0	15	8	0	4	7	1	0	0
ENSDARG00000032264	74	20	61	2	20	33	99	22	39	25	16	28	55	68	45	29	0	9
ENSDARG00000032272	2	0	3	0	0	5	8	10	0	6	8	0	3	11	0	0	0	4
ENSDARG00000032277	0	0	2	0	0	30	7	1	17	0	0	0	9	11	0	2	0	0
ENSDARG00000032285	11	0	20	0	0	3	0	0	1	0	0	0	9	0	5	3	0	0
ENSDARG00000032296	44	3	21	1	18	19	23	9	33	20	1	9	35	14	0	13	0	0
ENSDARG00000032298	62	0	34	1	6	12	11	4	1	7	23	0	45	56	8	15	0	0
ENSDARG00000032317	591	137	301	24	204	260	322	181	106	101	64	191	519	343	142	153	0	17
ENSDARG00000032318	45	5	19	3	16	19	18	2	6	18	9	14	9	29	2	13	0	6
ENSDARG00000032319	46	2	37	4	7	6	17	20	7	9	7	7	10	8	1	8	0	0
ENSDARG00000032324	155	16	107	0	11	100	205	57	46	86	20	125	115	19	0	45	0	13
ENSDARG00000032326	88	0	4	0	6	2	65	11	1	12	4	0	34	48	8	7	0	0
ENSDARG00000032327	412	104	235	20	130	243	231	170	191	126	63	179	394	311	115	199	3	23
ENSDARG00000032340	31	0	13	0	3	4	1	0	0	0	4	6	0	0	1	0	0	0
ENSDARG00000032344	120	70	109	0	16	37	129	34	48	28	26	60	180	82	53	76	0	4
ENSDARG00000032353	29	4	10	0	20	7	11	8	0	0	1	0	69	15	31	25	0	0
ENSDARG00000032369	60	20	62	0	16	89	60	59	24	18	9	49	52	54	31	63	0	0
ENSDARG00000032372	6	1	21	0	0	12	6	13	1	3	0	13	10	3	2	4	0	0
ENSDARG00000032373	287	94	153	13	107	97	290	106	162	92	62	104	294	225	67	84	0	22
ENSDARG00000032380	2	1	0	0	6	2	0	0	0	0	0	0	0	1	0	0	0	0
ENSDARG00000032389	36	47	44	0	17	27	32	6	6	50	13	2	18	14	1	17	0	1
ENSDARG00000032405	132	19	22	2	15	19	70	16	28	4	7	4	21	95	6	6	0	4
ENSDARG00000032426	4	2	30	0	0	0	5	0	2	0	2	0	0	2	4	0	0	0
ENSDARG00000032430	287	60	225	4	83	156	278	179	88	132	29	107	361	158	34	62	0	7
ENSDARG00000032431	7	0	0	0	5	5	13	5	2	0	1	5	0	2	0	4	0	0
ENSDARG00000032435	154	27	73	0	24	20	46	13	58	25	9	57	102	103	29	38	0	0
ENSDARG00000032458	404	82	161	14	87	370	198	98	130	113	71	134	261	228	67	131	0	20
ENSDARG00000032465	61	21	21	7	29	20	77	11	14	9	0	24	79	31	18	16	0	0
ENSDARG00000032469	37	22	0	0	28	3	26	11	6	0	0	3	32	34	36	3	0	4
ENSDARG00000032482	253	47	128	2	64	92	171	69	31	17	6	52	130	116	34	61	0	32
ENSDARG00000032496	57	7	7	8	0	15	22	3	19	3	0	11	9	11	9	4	1	0
ENSDARG00000032516	3	2	29	0	0	0	43	0	11	6	5	19	0	28	0	7	0	0
ENSDARG00000032532	311	66	120	9	65	170	203	125	54	79	24	126	181	181	32	66	0	30
ENSDARG00000032535	26	0	8	0	0	3	4	2	1	10	17	1	14	6	0	1	0	0
ENSDARG00000032552	65	4	18	6	26	12	55	13	29	10	0	13	31	37	11	12	0	0
ENSDARG00000032553	0	0	7	0	0	4	0	5	0	0	0	5	5	0	0	4	0	0
ENSDARG00000032565	98	24	60	10	36	82	107	76	27	55	22	65	125	99	28	41	0	15
ENSDARG00000032571	5	1	4	0	0	1	23	2	10	6	0	19	11	2	2	2	0	0
ENSDARG00000032575	372	75	192	14	107	142	329	83	130	107	62	188	240	210	91	115	0	28
ENSDARG00000032577	45	10	65	2	17	45	86	18	31	33	19	33	105	80	9	49	0	11
ENSDARG00000032578	80	55	43	0	27	36	38	47	35	37	21	42	84	90	36	17	0	17
ENSDARG00000032584	26	0	0	0	0	0	0	0	0	4	1	0	6	25	9	1	0	0
ENSDARG00000032601	143	32	108	14	48	99	59	68	48	6	24	47	66	77	17	68	0	9
ENSDARG00000032603	12	11	9	0	3	6	22	16	16	9	13	10	32	16	7	15	0	0
ENSDARG00000032606	180	0	58	32	23	84	142	82	81	19	3	42	20	118	28	68	0	36
ENSDARG00000032614	175	71	218	6	82	89	250	111	250	100	28	106	402	397	80	199	1	6
ENSDARG00000032617	192	38	78	16	69	64	202	70	70	79	18	74	127	109	22	84	6	3
ENSDARG00000032618	14	0	4	0	0	0	7	0	0	0	0	0	7	8	0	29	0	0
ENSDARG00000032619	622	118	425	29	236	379	448	209	159	154	75	204	394	388	127	272	3	46
ENSDARG00000032623	289	58	129	20	77	159	256	130	113	105	81	125	277	353	127	120	1	32
ENSDARG00000032627	167	74	160	0	63	52	146	86	68	114	24	46	204	119	112	89	0	39
ENSDARG00000032630	20963	5577	9885	842	6547	8660	14420	9874	6025	7203	3041	8002	12738	10993	3737	6344	42	324
ENSDARG00000032631	0	0	0	0	0	5	9	0	0	0	0	0	4	1	0	0	0	0
ENSDARG00000032637	168	51	81	0	42	50	67	78	63	52	11	33	115	77	36	44	0	0
ENSDARG00000032639	53	26	36	2	77	58	50	30	19	25	2	38	44	37	42	6	0	0
ENSDARG00000032650	17	0	9	5	13	16	20	7	27	12	11	4	15	18	1	4	0	3
ENSDARG00000032651	240	52	210	8	65	93	175	93	154	58	43	150	215	238	60	71	2	8
ENSDARG00000032653	71	31	106	0	34	94	95	44	10	15	28	26	70	100	21	27	0	1
ENSDARG00000032704	93	0	0	0	2	0	4	5	0	22	0	9	4	21	0	13	0	0
ENSDARG00000032705	117	11	69	6	9	21	98	35	45	35	5	21	80	94	26	12	2	0
ENSDARG00000032708	11	2	10	0	4	0	13	12	0	0	17	8	22	31	0	31	0	0
ENSDARG00000032714	325	52	123	0	70	19	76	4	66	46	0	30	244	125	58	109	0	0
ENSDARG00000032725	954	283	531	6	346	486	808	195	318	446	170	362	495	637	105	204	7	34
ENSDARG00000032737	615	70	538	39	299	298	410	201	193	111	136	198	540	699	191	235	1	26
ENSDARG00000032743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000032746	18	2	10	0	0	2	19	5	0	0	7	0	1	2	1	1	0	0
ENSDARG00000032761	0	25	28	0	10	56	0	0	57	22	18	0	30	0	11	34	0	4
ENSDARG00000032765	437	90	287	138	143	240	352	153	103	193	50	219	333	349	80	139	0	30
ENSDARG00000032769	25	0	1	0	7	3	16	4	10	0	0	15	37	18	0	0	0	1
ENSDARG00000032780	6	0	1	0	3	0	18	8	4	0	9	12	4	10	8	14	0	0
ENSDARG00000032795	6	13	20	0	6	16	30	14	5	6	0	12	26	8	9	9	0	0
ENSDARG00000032799	200	59	152	0	34	91	161	66	66	15	22	43	213	187	27	65	0	4
ENSDARG00000032801	47	0	2	0	12	7	1	0	4	1	0	1	4	0	0	6	0	0
ENSDARG00000032802	1339	355	816	71	381	574	991	543	315	451	216	550	785	746	310	362	21	62
ENSDARG00000032808	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0
ENSDARG00000032816	0	1	37	0	3	0	0	7	0	0	0	12	2	14	0	0	0	0
ENSDARG00000032820	2	0	0	0	0	10	0	14	0	0	2	17	2	8	0	8	0	0
ENSDARG00000032831	40	9	64	0	12	18	24	22	26	0	0	21	28	28	8	5	5	0
ENSDARG00000032836	86	5	10	1	22	16	26	5	14	5	7	15	8	16	0	1	0	0
ENSDARG00000032838	149	34	98	10	37	47	76	34	55	39	45	28	97	154	72	85	0	22
ENSDARG00000032849	210	34	133	32	68	92	220	66	116	143	51	109	200	190	61	36	0	3
ENSDARG00000032856	40	11	16	0	8	4	42	16	10	24	4	3	25	37	17	49	0	24
ENSDARG00000032859	29	0	3	0	11	10	25	7	1	0	4	8	0	17	18	17	0	0
ENSDARG00000032862	25	4	6	1	0	0	6	16	0	10	5	5	26	28	0	0	0	3
ENSDARG00000032865	2322	449	1026	77	367	691	1303	667	469	549	408	591	1539	1437	411	623	2	202
ENSDARG00000032866	128	30	31	17	18	15	65	16	17	18	2	10	59	33	5	17	0	0
ENSDARG00000032868	1264	317	557	48	289	492	706	615	505	390	133	354	772	1110	444	278	10	49
ENSDARG00000032876	65	1	57	0	5	17	50	46	21	31	22	39	85	64	22	35	0	10
ENSDARG00000032885	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000032896	3	0	0	1	0	3	1	0	5	0	0	0	1	0	0	1	0	0
ENSDARG00000032919	145	87	95	44	81	56	87	69	51	158	25	68	118	107	60	113	0	8
ENSDARG00000032929	3526	629	1657	69	732	1244	2213	1192	1062	946	685	812	2498	2644	665	867	28	187
ENSDARG00000032932	46	0	4	0	2	0	22	35	0	8	8	0	35	107	17	23	0	0
ENSDARG00000032933	81	7	46	0	37	15	63	26	11	23	1	44	92	30	21	64	0	5
ENSDARG00000032951	106	85	40	0	21	32	96	67	72	108	11	30	90	43	39	38	0	0
ENSDARG00000032959	32	0	68	0	0	16	75	19	0	0	0	0	0	89	44	0	0	0
ENSDARG00000032963	27	0	17	0	6	11	12	1	2	2	9	0	13	13	0	0	0	0
ENSDARG00000032970	445	137	301	31	157	206	357	165	171	99	42	158	194	287	70	133	0	16
ENSDARG00000032976	9	0	6	0	0	0	0	5	0	0	0	7	1	6	0	0	0	0
ENSDARG00000032985	7	0	0	0	0	10	8	0	0	2	0	6	0	0	0	13	1	0
ENSDARG00000032990	238	109	216	35	102	113	296	141	89	132	121	148	282	307	209	62	0	16
ENSDARG00000032993	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000032997	21	2	10	0	2	18	21	5	70	80	8	19	22	11	4	4	0	0
ENSDARG00000033009	1514	283	855	54	345	572	903	491	416	432	265	456	1158	973	291	410	0	88
ENSDARG00000033012	1219	194	396	29	190	467	745	325	369	401	196	380	1021	969	398	377	8	65
ENSDARG00000033020	1	0	8	4	0	9	6	25	7	0	0	4	11	0	1	0	0	0
ENSDARG00000033029	92	22	57	0	65	68	64	79	37	38	32	51	108	126	31	77	0	7
ENSDARG00000033042	13	6	16	8	0	8	6	3	11	4	5	0	16	23	0	4	0	0
ENSDARG00000033046	6	2	5	6	0	1	2	10	3	5	0	11	17	3	0	12	0	0
ENSDARG00000033056	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0	0
ENSDARG00000033071	4	0	2	0	0	0	0	0	0	0	0	1	40	47	0	0	0	0
ENSDARG00000033099	128	16	15	15	42	121	68	26	13	25	35	54	78	97	236	19	0	17
ENSDARG00000033104	9	0	0	0	2	0	14	0	2	0	0	0	8	2	0	0	0	4
ENSDARG00000033126	24	1	8	0	2	3	13	1	15	9	3	20	18	19	0	0	0	0
ENSDARG00000033134	7	13	3	0	0	4	17	9	19	5	7	2	4	24	0	27	0	3
ENSDARG00000033138	19	0	7	0	0	19	25	10	3	6	0	4	19	23	5	7	0	0
ENSDARG00000033140	224	73	85	8	69	63	87	61	64	51	34	37	117	70	23	99	0	0
ENSDARG00000033144	13	3	1	0	6	2	0	0	6	0	0	2	0	0	0	4	0	0
ENSDARG00000033160	564	94	329	4	172	149	266	120	104	100	59	81	327	221	77	63	7	15
ENSDARG00000033161	4	1	0	0	0	4	1	0	0	2	0	0	7	0	0	0	0	0
ENSDARG00000033170	25	0	14	0	1	14	14	26	0	3	0	2	12	9	0	2	0	0
ENSDARG00000033171	18	12	20	9	10	20	39	11	20	43	10	12	25	16	16	37	0	0
ENSDARG00000033172	143	25	69	0	20	40	29	29	27	22	30	33	58	54	1	26	0	0
ENSDARG00000033175	18	4	8	0	6	10	14	2	2	4	0	8	15	2	2	19	0	0
ENSDARG00000033179	48	14	10	0	4	14	25	4	11	12	5	16	15	37	8	23	0	1
ENSDARG00000033182	20	14	15	0	7	12	6	23	18	5	15	0	17	21	0	21	3	0
ENSDARG00000033184	399	84	298	0	91	155	224	158	177	136	38	131	326	232	70	101	0	18
ENSDARG00000033201	129	10	87	10	26	37	88	20	11	20	24	28	66	61	25	19	0	1
ENSDARG00000033227	13	2	5	0	4	13	7	3	9	8	5	7	1	3	5	0	0	0
ENSDARG00000033231	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033234	779	262	475	36	205	397	580	273	206	207	128	274	564	550	205	193	0	18
ENSDARG00000033251	44	7	10	1	72	181	51	15	45	6	4	10	53	16	1	7	5	0
ENSDARG00000033259	148	36	46	0	45	65	57	22	50	16	16	65	96	84	69	20	6	4
ENSDARG00000033273	14	0	0	0	0	26	17	0	0	0	0	19	0	0	0	0	0	0
ENSDARG00000033285	40	14	22	1	19	13	23	15	15	15	2	17	9	16	10	7	0	1
ENSDARG00000033296	178	26	87	9	23	71	39	31	45	31	11	36	123	59	13	52	0	15
ENSDARG00000033307	199	35	76	1	31	69	112	31	68	22	16	51	94	53	12	50	0	0
ENSDARG00000033320	53	3	7	0	16	4	19	2	1	8	3	6	10	4	9	18	0	2
ENSDARG00000033327	176	30	169	10	23	116	247	93	88	65	52	112	190	226	62	117	3	9
ENSDARG00000033345	26	13	8	0	14	14	50	14	12	8	67	16	16	14	13	13	0	15
ENSDARG00000033355	3	0	0	0	0	9	0	0	0	3	0	5	0	0	0	0	0	0
ENSDARG00000033361	9	5	2	0	2	0	36	10	8	19	0	3	20	27	13	5	0	2
ENSDARG00000033364	76	8	58	0	26	57	73	11	15	22	6	33	43	59	4	36	0	0
ENSDARG00000033367	74	0	5	0	38	17	10	17	17	10	5	35	73	57	0	0	0	0
ENSDARG00000033370	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0
ENSDARG00000033376	6	0	9	0	8	10	17	1	0	0	0	6	11	0	5	4	0	0
ENSDARG00000033380	15	1	0	2	1	0	7	1	0	0	0	0	5	1	0	10	0	0
ENSDARG00000033382	12	0	29	2	11	20	6	17	0	9	5	14	24	21	9	7	0	6
ENSDARG00000033411	64	2	21	4	8	4	19	16	2	35	8	9	38	65	9	22	0	0
ENSDARG00000033413	5	18	22	0	0	8	41	9	7	21	0	0	3	20	2	8	0	0
ENSDARG00000033418	223	12	133	1	43	86	155	84	99	76	39	29	133	167	70	38	0	3
ENSDARG00000033436	30	2	16	1	8	8	19	1	16	7	0	18	34	36	8	8	0	0
ENSDARG00000033437	81	32	68	6	81	57	80	94	65	276	20	14	75	52	34	30	0	7
ENSDARG00000033440	293	33	134	5	107	95	188	275	118	196	31	48	176	249	62	201	0	3
ENSDARG00000033443	118	16	113	21	7	4	54	47	38	25	41	18	78	97	27	28	6	8
ENSDARG00000033444	43	46	76	1	15	26	71	50	23	9	17	10	97	34	19	25	5	0
ENSDARG00000033446	23	1	19	0	7	3	3	28	0	0	5	1	31	21	0	0	7	0
ENSDARG00000033447	100	32	127	2	24	45	117	32	42	28	26	41	60	37	28	56	0	0
ENSDARG00000033450	226	60	75	4	113	135	206	101	38	60	34	55	184	188	64	37	0	9
ENSDARG00000033451	0	3	0	0	4	0	0	0	0	1	0	5	0	1	0	0	0	0
ENSDARG00000033462	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033466	124	7	77	3	14	32	62	21	5	45	12	22	23	32	3	18	0	0
ENSDARG00000033489	137	26	84	5	47	61	85	59	26	12	25	57	114	85	27	28	0	1
ENSDARG00000033498	198	53	80	5	17	90	129	76	71	53	16	61	149	121	22	53	0	0
ENSDARG00000033501	11	0	16	0	0	2	9	6	0	14	6	0	8	27	1	0	0	0
ENSDARG00000033516	169	20	120	12	97	99	97	84	54	48	26	62	180	158	32	127	0	39
ENSDARG00000033533	7	0	29	0	10	9	0	0	0	7	5	0	0	16	0	0	0	0
ENSDARG00000033537	76	25	117	0	11	22	41	18	7	38	10	14	60	51	23	36	0	2
ENSDARG00000033539	123	33	138	3	49	50	89	97	97	83	27	70	121	118	19	42	2	4
ENSDARG00000033544	78	23	14	2	7	1	15	18	17	16	0	10	29	29	0	8	0	0
ENSDARG00000033551	44	14	27	8	28	20	31	7	7	35	19	24	18	20	11	18	0	0
ENSDARG00000033566	5	5	0	0	5	0	0	0	0	0	0	0	7	2	0	0	0	0
ENSDARG00000033567	0	0	0	0	0	0	1	10	0	11	0	0	0	0	2	0	0	0
ENSDARG00000033579	14	23	18	0	4	0	0	1	0	1	3	1	1	6	0	12	0	0
ENSDARG00000033587	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033594	5	0	0	0	1	2	0	2	4	14	0	0	27	0	0	0	0	0
ENSDARG00000033596	76	0	67	0	2	7	25	5	24	15	8	20	24	36	10	9	0	0
ENSDARG00000033597	233	65	125	7	58	55	255	112	78	102	39	93	187	168	80	92	1	3
ENSDARG00000033599	119	18	74	3	34	34	52	56	3	21	14	31	76	77	52	2	0	1
ENSDARG00000033604	99	18	15	13	0	82	56	34	12	8	1	61	29	17	2	25	0	0
ENSDARG00000033609	258	27	128	0	104	136	164	83	63	56	45	113	193	135	29	76	0	2
ENSDARG00000033610	0	1	0	0	0	0	4	0	0	3	5	0	0	0	0	0	0	0
ENSDARG00000033614	248	48	105	20	59	101	140	203	30	76	36	45	164	185	14	31	0	0
ENSDARG00000033616	55	32	27	0	1	0	9	19	3	9	4	1	22	22	4	4	0	0
ENSDARG00000033635	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033647	111	0	140	0	0	46	120	27	30	12	16	23	97	66	30	27	0	2
ENSDARG00000033655	1959	310	869	49	456	605	1594	533	449	441	277	463	1176	1173	271	444	4	52
ENSDARG00000033662	6	0	12	2	3	12	1	2	0	0	2	0	7	0	0	2	0	2
ENSDARG00000033666	175	36	49	1	73	71	89	73	63	33	28	72	136	108	19	73	6	7
ENSDARG00000033683	5495	1751	3026	370	1746	3049	4135	2049	2584	2458	1328	1788	4092	5278	1546	1289	68	233
ENSDARG00000033684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033706	29	0	12	2	4	25	6	6	14	12	0	6	57	64	2	12	0	21
ENSDARG00000033707	169	6	91	0	157	244	31	58	67	53	18	20	108	98	85	25	0	6
ENSDARG00000033726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033735	17	0	0	0	2	13	0	0	0	2	0	4	3	10	0	0	0	0
ENSDARG00000033738	321	122	211	22	86	309	226	224	93	157	126	123	243	106	67	53	2	12
ENSDARG00000033742	8	0	11	0	0	0	4	17	6	0	0	15	1	12	0	5	0	0
