#NAME	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
ENSDARG00000062462	21	23	69	0	34	10	46	65	63	0	51	5	4	21	9	18	34	47
ENSDARG00000062463	0	0	0	0	0	5	34	0	0	2	0	0	0	0	0	0	0	27
ENSDARG00000062465	0	23	41	0	18	0	49	14	37	0	35	0	0	1	31	0	30	6
ENSDARG00000062467	2	20	16	0	3	2	3	6	4	0	3	0	0	0	9	6	3	0
ENSDARG00000062469	334	434	612	18	628	84	637	257	626	61	411	101	66	185	354	199	164	329
ENSDARG00000062471	4	31	25	0	18	1	39	31	21	4	20	0	0	0	21	1	1	7
ENSDARG00000062472	107	114	138	0	144	21	114	94	143	3	95	12	38	23	86	63	36	67
ENSDARG00000062476	10	12	14	0	1	1	10	5	9	4	25	0	6	9	26	12	6	11
ENSDARG00000062477	185	222	406	7	230	55	266	207	317	26	179	48	67	78	215	104	88	249
ENSDARG00000062478	0	2	19	0	0	0	7	2	7	0	2	0	0	0	9	0	1	5
ENSDARG00000062479	32	97	88	5	55	2	21	26	121	0	54	0	0	4	34	23	10	15
ENSDARG00000062481	43	10	20	0	25	2	20	16	1	5	9	0	0	2	10	8	44	10
ENSDARG00000062483	0	1	7	0	1	0	2	0	2	0	6	0	0	0	5	0	0	9
ENSDARG00000062485	66	89	170	1	175	32	138	124	222	19	136	9	12	71	140	91	73	128
ENSDARG00000062487	98	86	147	4	125	14	82	47	32	8	109	9	9	17	99	18	29	64
ENSDARG00000062489	85	145	108	1	172	66	235	78	118	35	177	8	22	29	111	136	51	185
ENSDARG00000062501	34	55	41	0	37	0	48	5	14	0	28	5	1	5	17	15	28	28
ENSDARG00000062502	1	0	0	0	0	5	0	0	5	0	1	0	0	0	0	0	0	0
ENSDARG00000062506	149	116	110	6	165	26	427	57	203	29	147	7	30	43	127	150	49	66
ENSDARG00000062508	11	13	20	0	8	10	8	0	15	0	3	0	0	10	15	0	2	12
ENSDARG00000062510	259	263	486	11	266	77	502	246	399	30	241	100	53	95	355	195	127	195
ENSDARG00000062511	134	135	220	0	187	41	158	151	207	2	181	15	20	36	141	78	71	130
ENSDARG00000062515	28	21	28	0	52	19	56	19	26	5	64	0	1	22	60	41	13	64
ENSDARG00000062517	11	7	57	1	33	3	36	15	14	0	11	3	2	25	8	32	13	18
ENSDARG00000062518	102	45	107	0	180	0	106	107	103	15	77	0	10	0	33	90	30	75
ENSDARG00000062519	0	19	36	0	6	0	36	5	32	0	4	0	0	46	0	0	25	4
ENSDARG00000062521	77	42	60	4	50	7	55	37	62	6	69	1	6	24	80	14	11	41
ENSDARG00000062530	12	0	9	0	23	13	11	12	6	3	12	4	0	0	15	3	5	16
ENSDARG00000062531	263	229	507	2	402	95	333	189	456	37	277	22	52	136	354	134	132	289
ENSDARG00000062532	115	156	238	10	145	30	165	148	188	23	223	12	3	95	162	64	97	211
ENSDARG00000062537	3	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000062549	4	1	17	0	15	0	46	14	8	7	2	4	0	2	0	12	0	0
ENSDARG00000062550	129	79	209	0	158	0	205	136	186	41	201	0	0	0	19	95	8	70
ENSDARG00000062552	38	3	57	0	25	0	60	42	43	1	55	2	0	24	33	3	5	7
ENSDARG00000062553	96	83	66	0	98	7	77	34	41	10	44	37	6	28	25	53	18	28
ENSDARG00000062558	37	49	78	8	12	15	59	17	39	7	11	11	7	33	34	22	32	23
ENSDARG00000062561	3	15	29	0	33	6	13	18	18	0	49	1	0	3	7	16	0	14
ENSDARG00000062562	26	29	25	1	39	7	36	29	76	0	21	9	7	25	11	4	28	16
ENSDARG00000062565	9	36	13	0	12	2	65	18	23	6	24	13	0	18	22	37	10	27
ENSDARG00000062568	87	72	124	10	74	9	91	49	94	10	59	6	21	29	50	16	24	43
ENSDARG00000062573	37	79	80	3	71	12	115	49	72	1	72	5	7	23	88	38	18	45
ENSDARG00000062575	61	86	397	0	88	33	73	72	91	14	62	12	25	33	59	127	10	42
ENSDARG00000062577	324	470	569	15	422	140	543	378	451	36	376	57	78	200	349	224	252	232
ENSDARG00000062579	11	26	69	3	80	19	128	51	137	3	61	10	29	2	56	6	45	151
ENSDARG00000062585	5	30	30	0	11	0	29	2	18	0	20	2	1	1	2	4	7	7
ENSDARG00000062590	1739	4173	2861	32	4615	354	4822	3103	2943	165	1995	487	164	976	2274	1713	1162	2205
ENSDARG00000062592	208	259	461	8	325	36	534	290	336	16	376	29	19	76	295	204	74	170
ENSDARG00000062593	32	67	70	0	54	17	50	21	43	4	21	4	6	3	37	17	20	57
ENSDARG00000062594	2	12	2	0	7	0	3	2	10	0	2	0	0	2	2	3	0	1
ENSDARG00000062598	8	5	1	0	4	0	0	2	2	5	6	0	0	0	2	0	0	0
ENSDARG00000062601	0	0	21	0	0	0	7	4	10	0	6	0	0	0	0	5	0	0
ENSDARG00000062606	420	99	46	0	16	9	33	20	60	1	61	2	3	5	27	41	12	1
ENSDARG00000062612	54	82	158	0	126	32	161	48	130	36	87	5	11	43	56	23	40	88
ENSDARG00000062618	33	97	61	0	111	8	56	12	68	8	27	15	1	19	76	15	32	31
ENSDARG00000062621	110	96	152	1	167	23	154	148	149	11	184	23	19	40	95	80	64	89
ENSDARG00000062630	119	85	115	1	100	7	141	63	135	49	52	5	5	9	67	91	16	74
ENSDARG00000062631	8	7	5	0	4	0	6	15	9	0	5	0	0	9	13	12	0	16
ENSDARG00000062632	0	19	15	0	0	0	1	0	0	0	44	0	0	0	2	0	0	9
ENSDARG00000062633	37	44	73	0	27	3	28	22	28	0	27	5	0	5	28	29	12	24
ENSDARG00000062634	103	169	210	3	215	28	207	123	195	1	95	37	14	67	110	91	70	113
ENSDARG00000062636	16	32	36	3	58	6	8	21	51	0	26	11	0	13	56	8	12	34
ENSDARG00000062640	18	10	41	0	19	3	6	17	28	9	9	0	0	4	0	0	13	24
ENSDARG00000062646	560	539	918	11	804	200	825	486	741	107	499	149	87	155	684	390	289	613
ENSDARG00000062650	74	46	143	0	79	1	188	102	182	0	67	9	31	52	61	54	0	156
ENSDARG00000062651	4	8	21	0	8	3	32	20	25	0	12	2	5	10	7	0	3	7
ENSDARG00000062655	33	27	27	0	45	13	39	21	37	11	24	7	3	7	36	2	10	21
ENSDARG00000062661	92	179	184	10	163	12	204	118	191	26	110	21	17	53	129	102	35	135
ENSDARG00000062662	16	47	46	0	48	2	5	0	23	0	0	0	0	0	0	0	0	0
ENSDARG00000062664	33	24	54	0	33	0	65	9	34	1	8	6	0	1	36	21	4	10
ENSDARG00000062667	12	28	25	2	45	4	38	11	3	0	18	0	4	10	26	3	10	4
ENSDARG00000062672	6	10	10	0	8	4	3	0	6	0	11	0	1	0	5	18	12	0
ENSDARG00000062674	69	122	393	57	147	33	147	100	146	22	99	8	13	26	81	19	155	48
ENSDARG00000062686	27	30	3	0	34	15	28	49	25	0	21	0	0	23	2	8	13	8
ENSDARG00000062687	52	66	77	5	109	12	83	98	185	9	92	11	2	52	73	68	19	39
ENSDARG00000062688	84	194	314	16	354	26	400	327	304	18	240	33	28	122	187	243	113	220
ENSDARG00000062693	263	264	655	5	382	21	327	341	497	24	192	68	26	59	222	142	119	397
ENSDARG00000062695	4	13	2	0	12	5	27	3	23	0	10	12	0	0	8	9	1	11
ENSDARG00000062696	982	43	98	0	4	11	88	88	53	2	40	16	7	17	52	16	8	298
ENSDARG00000062699	63	40	33	0	49	4	40	21	25	0	29	10	0	18	66	41	30	33
ENSDARG00000062702	0	4	7	5	8	0	1	1	11	0	5	0	0	0	5	0	0	6
ENSDARG00000062707	14	23	37	0	14	3	27	4	22	0	41	2	0	0	11	13	5	12
ENSDARG00000062711	67	20	65	0	34	0	27	5	34	0	20	2	9	39	44	11	18	29
ENSDARG00000062712	0	0	0	0	0	0	0	0	1	0	9	0	0	0	7	1	8	0
ENSDARG00000062720	156	178	239	12	272	43	310	187	319	34	230	20	48	59	204	153	97	178
ENSDARG00000062721	36	81	146	0	71	15	104	118	90	15	74	5	14	22	120	29	25	61
ENSDARG00000062727	315	324	540	10	529	83	620	394	559	57	328	90	65	140	370	188	234	341
ENSDARG00000062744	112	109	265	1	163	69	189	205	164	11	136	46	28	68	180	96	102	162
ENSDARG00000062745	20	32	64	0	61	9	48	31	50	0	64	2	14	4	45	19	19	59
ENSDARG00000062748	5	7	10	0	27	0	18	8	12	7	0	0	0	1	0	0	0	20
ENSDARG00000062749	72	45	113	4	70	12	63	46	83	2	85	12	14	38	34	32	43	50
ENSDARG00000062750	161	230	312	3	266	71	526	186	348	54	341	40	48	72	246	187	103	205
ENSDARG00000062752	107	98	259	6	216	37	269	75	192	5	151	36	2	56	154	119	104	142
ENSDARG00000062753	5	1	7	0	11	0	9	0	12	0	4	0	3	4	11	9	5	4
ENSDARG00000062756	0	20	8	0	19	1	15	4	15	0	6	0	0	0	6	9	4	5
ENSDARG00000062757	0	3	17	0	20	0	17	3	10	18	0	0	0	1	5	1	9	8
ENSDARG00000062758	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000062765	293	361	576	10	403	62	348	279	389	13	337	84	39	148	262	253	113	300
ENSDARG00000062770	0	4	5	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0
ENSDARG00000062780	19	33	14	0	31	0	11	6	38	0	16	5	0	13	23	7	16	10
ENSDARG00000062781	0	4	1	0	6	0	7	5	0	0	3	1	0	0	0	21	6	0
ENSDARG00000062785	63	132	114	1	160	12	195	48	123	19	79	7	17	33	125	52	34	103
ENSDARG00000062788	0	0	15	0	17	0	5	2	9	0	0	0	0	0	0	0	0	0
ENSDARG00000062790	425	458	766	8	651	133	545	537	544	13	515	111	80	196	485	318	245	616
ENSDARG00000062794	0	97	3	0	23	0	3	0	11	1	3	54	0	21	26	5	1	74
ENSDARG00000062795	60	54	60	0	75	10	58	33	65	0	35	6	3	26	52	24	10	28
ENSDARG00000062797	161	177	251	5	239	22	270	95	237	33	230	40	20	66	173	89	157	220
ENSDARG00000062799	26	34	86	4	67	1	107	61	36	0	111	28	1	43	78	75	50	65
ENSDARG00000062801	78	122	252	4	194	35	205	142	168	5	153	32	5	54	118	105	102	115
ENSDARG00000062806	5	11	7	0	2	1	18	1	5	0	12	0	0	2	16	0	5	0
ENSDARG00000062808	2	0	0	0	0	0	0	1	0	0	0	0	0	0	5	1	0	0
ENSDARG00000062811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000062812	32	57	86	0	93	27	50	33	80	0	23	8	16	38	52	19	76	26
ENSDARG00000062817	5	3	10	0	15	3	2	10	5	0	14	0	0	1	4	6	9	0
ENSDARG00000062820	0	0	0	0	1	0	16	0	0	0	8	0	0	0	0	0	0	0
ENSDARG00000062821	14	36	24	8	54	7	43	34	28	2	35	27	12	20	17	42	5	15
ENSDARG00000062823	72	35	79	7	34	7	74	98	27	20	43	18	20	11	20	9	24	41
ENSDARG00000062824	3	0	29	0	0	0	1	7	3	0	30	1	1	0	15	29	0	45
ENSDARG00000062828	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSDARG00000062830	7	12	14	0	26	0	0	17	2	0	11	0	11	0	0	3	4	0
ENSDARG00000062831	73	122	109	13	199	46	139	99	164	3	65	24	15	46	81	83	23	57
ENSDARG00000062834	10	23	33	0	42	1	42	28	29	0	4	0	2	0	25	2	16	27
ENSDARG00000062837	0	0	162	0	2	0	31	34	114	0	18	9	5	0	101	0	45	5
ENSDARG00000062846	57	86	349	7	111	56	92	26	118	19	60	14	23	27	71	53	26	59
ENSDARG00000062849	3	22	42	0	27	4	16	4	34	8	21	5	14	0	19	6	1	4
ENSDARG00000062854	30	46	57	0	150	1	96	159	197	3	88	58	8	10	40	72	44	86
ENSDARG00000062855	30	39	81	0	67	1	81	55	40	17	64	87	3	28	33	29	8	45
ENSDARG00000062864	5	71	6	0	38	1	41	33	54	0	38	0	0	15	66	22	1	7
ENSDARG00000062865	19	96	33	3	34	19	100	8	44	2	68	10	11	44	57	15	45	35
ENSDARG00000062868	191	156	364	3	320	9	231	129	98	28	160	16	49	21	141	79	101	134
ENSDARG00000062872	7	13	28	1	8	9	41	16	31	0	14	0	2	1	26	25	6	3
ENSDARG00000062873	0	3	5	0	3	0	3	5	7	0	4	0	0	0	0	0	0	5
ENSDARG00000062874	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000062880	26	24	68	0	41	9	61	34	59	0	49	3	19	6	10	30	20	24
ENSDARG00000062884	29	51	60	1	70	14	41	38	69	20	30	8	2	5	79	27	18	44
ENSDARG00000062887	18	10	28	6	38	25	44	34	37	3	40	0	11	37	19	8	7	21
ENSDARG00000062892	0	6	9	0	0	0	7	7	0	0	3	0	0	0	13	0	0	2
ENSDARG00000062893	0	0	6	0	0	0	15	0	7	0	0	0	0	0	0	2	0	0
ENSDARG00000062897	114	56	78	0	142	0	137	67	73	0	138	24	0	46	168	61	41	94
ENSDARG00000062900	3	6	4	0	1	0	16	0	8	0	18	13	0	0	16	4	8	3
ENSDARG00000062902	5	24	25	0	24	1	18	6	28	9	99	3	47	5	10	5	14	13
ENSDARG00000062904	15	23	14	0	8	0	19	0	5	6	3	0	0	0	0	9	2	0
ENSDARG00000062906	6	11	10	0	22	0	9	8	0	3	14	0	0	0	0	5	0	0
ENSDARG00000062909	156	303	297	1	302	18	274	180	335	13	218	32	21	32	255	153	133	171
ENSDARG00000062915	34	21	7	0	27	3	2	14	31	0	45	1	7	21	24	35	23	21
ENSDARG00000062916	18	67	97	0	67	9	54	40	37	10	33	16	13	18	29	37	0	4
ENSDARG00000062919	0	11	0	0	1	0	6	2	14	0	3	0	0	0	5	5	1	0
ENSDARG00000062924	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000062929	43	57	97	13	140	21	118	87	134	2	105	39	9	6	53	67	43	47
ENSDARG00000062933	146	215	249	0	312	32	295	185	277	36	234	23	35	88	235	149	63	152
ENSDARG00000062934	71	48	64	0	88	45	70	46	23	0	71	28	15	19	49	19	27	53
ENSDARG00000062936	79	103	111	0	192	23	127	73	122	7	41	24	0	27	68	58	33	41
ENSDARG00000062942	46	38	126	14	77	17	51	48	40	12	58	4	24	48	47	18	28	68
ENSDARG00000062943	19	38	38	0	30	5	34	4	17	0	38	4	4	21	34	20	5	29
ENSDARG00000062947	0	3	0	0	15	0	7	30	16	0	10	0	2	5	5	5	6	0
ENSDARG00000062948	28	63	53	0	40	14	99	67	35	5	45	16	1	17	53	51	34	43
ENSDARG00000062949	27	29	51	0	19	0	42	40	71	2	24	24	0	3	25	4	40	4
ENSDARG00000062951	6	31	11	0	5	0	21	12	11	1	4	1	0	2	0	2	0	1
ENSDARG00000062954	91	77	73	1	176	11	162	149	153	36	112	11	12	55	91	46	57	76
ENSDARG00000062955	21	29	67	3	13	8	61	32	20	0	29	14	5	7	59	17	11	24
ENSDARG00000062956	27	100	64	2	107	3	68	122	81	40	15	11	10	15	18	64	151	120
ENSDARG00000062959	37	16	86	0	48	4	9	33	13	2	22	4	1	11	20	16	14	5
ENSDARG00000062960	9	16	54	0	16	27	42	40	55	8	13	23	10	12	35	10	9	17
ENSDARG00000062962	295	434	619	3	387	62	507	348	451	19	360	68	68	160	323	228	121	219
ENSDARG00000062964	0	16	0	0	0	0	5	7	2	0	0	0	0	0	16	0	0	8
ENSDARG00000062965	14	15	25	0	12	2	20	28	29	6	11	6	1	4	7	11	6	27
ENSDARG00000062967	13	19	42	0	5	2	0	0	4	0	0	0	0	0	3	3	3	8
ENSDARG00000062968	277	182	338	49	402	89	302	204	325	198	283	53	6	138	229	161	135	345
ENSDARG00000062970	13	34	28	9	59	12	71	34	41	4	66	6	0	15	34	22	14	27
ENSDARG00000062971	29	30	51	0	38	6	28	29	57	4	44	9	5	20	42	28	11	30
ENSDARG00000062972	156	121	225	40	170	13	200	87	159	18	163	17	16	48	205	75	30	97
ENSDARG00000062973	51	54	173	4	178	14	124	144	110	45	60	9	10	13	164	50	61	156
ENSDARG00000062974	2	55	70	0	31	0	127	68	104	3	30	0	5	10	53	19	14	22
ENSDARG00000062976	16	22	20	0	56	0	34	18	24	0	29	0	0	6	11	0	4	18
ENSDARG00000062977	6	0	15	0	9	2	13	12	11	0	14	1	7	1	12	14	0	17
ENSDARG00000062978	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSDARG00000062983	47	36	62	2	19	9	54	18	43	10	16	19	22	14	29	12	20	19
ENSDARG00000062986	166	287	198	1	145	29	246	299	159	20	265	36	18	82	211	82	157	186
ENSDARG00000062987	14	157	38	0	22	11	35	51	125	0	19	0	0	3	36	3	12	121
ENSDARG00000062991	47	67	95	0	63	8	46	48	98	13	74	28	14	47	68	25	58	60
ENSDARG00000062995	60	58	55	0	47	7	37	40	44	0	25	4	3	9	15	14	11	46
ENSDARG00000062997	35	29	167	2	48	12	67	32	28	17	486	1	16	12	58	31	16	6
ENSDARG00000062998	14	24	14	0	19	2	17	4	25	0	8	2	4	0	10	4	4	0
ENSDARG00000063001	36	26	97	1	54	0	111	55	39	1	72	1	23	42	84	18	31	80
ENSDARG00000063003	38	48	35	1	39	19	56	25	65	6	34	3	1	13	30	38	21	40
ENSDARG00000063005	10	21	19	0	10	9	35	11	22	4	7	5	0	9	19	12	4	0
ENSDARG00000063006	7	2	27	0	14	5	10	3	3	0	6	2	0	0	8	1	22	33
ENSDARG00000063007	962	896	1745	30	1333	222	1184	1012	1212	146	974	193	158	340	976	602	566	1092
ENSDARG00000063008	240	257	463	20	432	38	329	215	359	6	252	45	27	122	261	204	408	318
ENSDARG00000063009	3	13	10	0	0	0	8	19	15	0	9	0	0	4	5	0	0	11
ENSDARG00000063011	0	9	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ENSDARG00000063014	84	62	149	0	114	46	116	49	109	19	81	21	10	26	83	51	21	49
ENSDARG00000063018	31	33	54	0	65	13	37	24	19	8	26	3	8	0	16	17	13	32
ENSDARG00000063019	2	47	10	0	8	9	16	17	29	0	15	12	0	13	39	0	3	6
ENSDARG00000063021	4	6	23	0	5	0	0	15	21	0	13	0	0	0	0	3	0	8
ENSDARG00000063026	16	11	6	0	26	0	14	22	2	0	2	0	0	3	3	1	5	1
ENSDARG00000063030	1	6	7	0	30	2	7	0	24	0	14	0	0	18	30	6	0	27
ENSDARG00000063031	179	243	310	6	361	52	325	198	281	16	217	26	58	50	179	175	88	210
ENSDARG00000063032	0	9	2	0	10	2	8	3	3	0	0	2	0	2	2	0	1	15
ENSDARG00000063036	101	190	347	5	180	49	115	119	133	13	75	24	37	77	144	83	36	69
ENSDARG00000063037	8	1	8	0	1	0	19	17	17	0	34	0	37	0	10	14	3	1
ENSDARG00000063040	13	52	66	2	45	6	46	30	40	1	36	4	1	0	38	14	21	14
ENSDARG00000063049	0	9	3	0	8	0	9	10	8	0	8	0	3	0	27	0	0	1
ENSDARG00000063050	116	100	152	0	62	4	98	73	132	23	120	14	6	22	108	65	53	53
ENSDARG00000063051	86	46	96	0	55	22	114	31	67	11	40	13	17	8	72	41	41	49
ENSDARG00000063054	14	64	66	7	302	0	46	34	11	4	44	1	0	16	0	0	13	6
ENSDARG00000063056	177	152	208	3	173	30	100	89	139	12	78	48	61	33	144	36	64	94
ENSDARG00000063059	2	3	7	0	21	0	9	5	20	0	0	5	0	0	9	1	0	0
ENSDARG00000063062	67	73	121	4	161	10	166	111	131	9	96	20	19	11	148	72	40	96
ENSDARG00000063068	2075	1290	1216	18	2205	165	1254	1992	1802	234	1120	71	512	323	1226	766	1249	1465
ENSDARG00000063069	129	75	243	7	352	82	318	90	383	12	201	23	5	29	204	208	78	110
ENSDARG00000063075	157	123	291	0	229	59	299	139	285	25	185	43	28	73	200	121	53	141
ENSDARG00000063076	13	51	23	0	10	0	17	5	27	8	64	1	6	0	8	6	13	42
ENSDARG00000063078	0	5	0	0	4	1	0	0	0	0	0	0	0	0	16	0	0	12
ENSDARG00000063079	6	0	15	0	24	0	23	9	12	4	8	1	12	0	10	6	12	5
ENSDARG00000063088	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063089	149	3	1	0	6	0	92	4	1	0	0	1	0	0	1	0	1	60
ENSDARG00000063095	298	359	414	3	491	64	402	307	326	17	261	66	49	105	351	233	197	320
ENSDARG00000063097	92	75	96	2	84	18	100	70	99	38	101	22	26	95	75	29	20	74
ENSDARG00000063100	146	98	319	0	159	74	210	172	175	31	130	13	21	68	170	88	44	56
ENSDARG00000063101	68	37	93	0	128	36	116	113	105	11	114	47	14	54	94	73	51	72
ENSDARG00000063108	8	33	51	15	27	0	48	15	40	0	7	2	0	7	1	15	0	53
ENSDARG00000063111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063126	348	530	505	28	515	91	342	368	430	8	361	41	73	161	340	345	61	210
ENSDARG00000063129	0	9	13	0	4	0	0	0	1	0	0	0	0	4	3	0	0	0
ENSDARG00000063133	296	229	492	2	313	70	411	247	286	42	340	32	35	126	224	139	147	221
ENSDARG00000063140	1	7	13	0	7	0	29	15	6	0	24	0	2	0	20	12	0	4
ENSDARG00000063144	158	191	418	18	440	34	416	136	277	23	161	84	47	72	199	196	86	181
ENSDARG00000063145	61	53	101	10	97	4	103	48	77	8	61	20	11	13	73	45	21	34
ENSDARG00000063149	38	80	122	3	78	19	163	54	108	29	71	13	6	18	101	56	31	60
ENSDARG00000063150	184	121	194	4	158	26	147	151	161	11	143	34	27	37	164	92	65	169
ENSDARG00000063153	112	155	186	9	156	28	325	225	271	36	191	38	21	94	163	160	54	182
ENSDARG00000063155	82	55	117	0	113	0	104	81	88	18	69	37	9	13	64	149	34	60
ENSDARG00000063157	191	215	378	1	360	52	283	181	267	34	181	35	68	90	295	183	151	308
ENSDARG00000063158	35	44	60	0	134	0	28	46	36	0	24	6	5	2	43	10	18	33
ENSDARG00000063159	37	44	103	0	63	3	58	69	25	2	55	30	15	48	36	49	34	14
ENSDARG00000063161	15	39	8	5	52	4	9	3	52	4	3	11	3	4	34	16	11	33
ENSDARG00000063162	0	4	0	0	6	0	0	0	0	0	1	0	0	0	0	1	3	0
ENSDARG00000063167	57	19	51	0	36	6	31	5	113	5	8	10	0	2	34	23	8	27
ENSDARG00000063169	19	15	21	0	7	0	15	19	0	0	15	0	0	0	3	0	0	17
ENSDARG00000063177	16	0	23	0	1	0	17	4	25	0	0	0	0	5	4	5	0	0
ENSDARG00000063180	285	206	607	0	379	25	403	287	362	24	296	119	30	129	284	280	148	257
ENSDARG00000063182	137	226	335	2	307	18	332	127	310	28	176	84	43	70	242	134	88	117
ENSDARG00000063186	0	1	7	0	0	0	4	0	0	0	0	0	0	0	3	0	0	3
ENSDARG00000063187	10	26	105	0	58	15	67	9	14	0	20	0	1	2	18	18	7	10
ENSDARG00000063190	69	129	237	0	234	26	99	134	110	8	147	19	0	50	71	74	14	20
ENSDARG00000063191	0	5	38	0	6	0	27	5	13	9	10	3	0	2	40	19	0	6
ENSDARG00000063194	318	159	130	0	61	11	119	57	356	1	81	45	13	44	70	72	237	87
ENSDARG00000063195	41	81	82	0	138	25	88	59	44	0	24	33	3	13	48	28	19	45
ENSDARG00000063197	186	208	180	0	309	15	198	62	191	0	453	3	1	404	103	167	80	37
ENSDARG00000063207	9	65	54	0	41	10	57	21	31	0	28	10	0	1	12	15	21	32
ENSDARG00000063211	18	54	104	4	49	3	106	71	70	3	44	2	4	34	48	38	18	45
ENSDARG00000063212	17	9	23	0	14	6	27	25	9	3	8	1	2	2	5	3	2	0
ENSDARG00000063213	18	31	94	0	70	0	33	46	30	0	37	6	0	20	0	154	9	61
ENSDARG00000063215	2	21	27	0	8	19	6	21	20	3	14	0	0	3	12	0	14	6
ENSDARG00000063218	76	64	91	1	141	7	81	43	70	6	79	16	2	26	57	46	19	58
ENSDARG00000063219	214	237	392	6	311	42	439	269	393	31	227	45	46	108	290	166	111	218
ENSDARG00000063223	3	26	29	0	14	6	7	20	31	0	16	8	0	13	19	8	6	6
ENSDARG00000063224	23	20	26	0	22	1	10	17	17	15	4	5	0	10	27	4	7	26
ENSDARG00000063229	158	158	197	1	192	43	189	106	251	77	160	36	18	88	84	89	138	127
ENSDARG00000063230	12	3	34	0	7	0	8	2	31	1	4	1	0	17	15	4	0	9
ENSDARG00000063233	34	33	78	0	15	16	54	25	34	1	47	5	1	20	47	29	12	35
ENSDARG00000063242	26	65	86	0	75	5	56	35	17	1	63	12	0	47	52	15	23	55
ENSDARG00000063244	35	25	64	0	39	1	39	40	33	0	71	16	2	3	21	38	16	16
ENSDARG00000063249	11	9	17	0	20	0	5	0	15	4	12	5	0	0	0	6	8	2
ENSDARG00000063250	53	24	88	0	32	0	31	29	66	15	12	1	3	12	28	32	13	4
ENSDARG00000063252	150	175	225	3	162	34	249	113	254	24	177	14	21	57	96	119	43	87
ENSDARG00000063253	5	51	29	0	4	24	29	10	46	3	47	0	1	22	27	20	25	19
ENSDARG00000063254	26	83	26	11	63	0	71	31	66	2	76	6	0	4	45	35	16	33
ENSDARG00000063255	41	119	135	5	83	2	93	67	72	21	119	32	17	31	112	41	52	69
ENSDARG00000063257	6	0	8	0	9	3	1	0	11	0	8	0	0	10	3	0	0	21
ENSDARG00000063258	65	78	154	9	83	18	176	57	103	6	94	25	22	41	87	53	65	118
ENSDARG00000063264	266	266	489	4	348	61	327	280	324	11	276	39	29	90	245	122	172	268
ENSDARG00000063268	15	1	14	2	13	4	8	31	46	59	5	20	0	0	11	0	5	79
ENSDARG00000063270	67	64	132	0	101	28	131	73	65	4	90	6	3	36	30	31	18	64
ENSDARG00000063276	7	4	41	9	12	5	34	47	32	5	6	0	0	4	15	0	4	19
ENSDARG00000063283	15	18	12	0	3	1	19	29	13	5	20	0	1	1	6	10	7	8
ENSDARG00000063285	10	0	0	0	13	0	1	0	2	0	0	0	0	0	4	0	0	0
ENSDARG00000063288	19	0	22	0	46	0	0	14	3	0	9	0	7	0	3	3	17	5
ENSDARG00000063292	52	234	114	5	114	30	104	42	133	12	90	21	19	13	77	103	29	121
ENSDARG00000063293	0	6	31	0	0	3	26	3	21	0	9	0	0	0	0	6	15	1
ENSDARG00000063295	432	391	693	20	411	140	1000	736	1110	134	665	94	146	203	709	369	197	423
ENSDARG00000063297	0	18	42	3	44	1	39	19	5	1	20	5	8	10	47	14	0	26
ENSDARG00000063299	5258	1044	1600	33	1329	244	1282	1073	1386	156	1406	243	231	2443	3560	661	542	1206
ENSDARG00000063307	27	18	29	3	23	5	6	15	16	3	17	6	0	9	14	23	17	50
ENSDARG00000063309	152	362	314	8	276	20	351	173	289	19	193	15	33	58	297	144	50	112
ENSDARG00000063310	104	69	308	5	124	0	169	76	63	40	63	17	12	19	67	152	37	72
ENSDARG00000063311	0	0	0	0	0	0	0	104	0	16	0	0	0	48	0	0	0	0
ENSDARG00000063313	27	37	59	0	80	5	58	54	31	7	44	5	0	28	34	10	17	37
ENSDARG00000063314	31	117	160	0	47	24	35	98	75	4	76	50	0	15	146	58	8	120
ENSDARG00000063319	3	10	0	0	0	4	3	8	4	0	0	0	0	2	0	0	0	0
ENSDARG00000063321	5	2	12	0	0	0	1	11	13	0	12	1	0	2	13	21	5	19
ENSDARG00000063330	62	65	172	6	139	24	69	92	81	15	103	6	10	43	64	49	32	151
ENSDARG00000063332	102	70	56	0	113	9	108	34	70	0	15	39	2	25	120	70	29	82
ENSDARG00000063333	47	70	116	0	67	18	91	63	77	0	95	19	18	14	87	63	26	50
ENSDARG00000063341	16	9	12	0	11	4	34	20	5	10	12	1	0	5	20	7	1	8
