#NAME	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
ENSDARG00000099910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000099911	58	78	90	3	72	18	104	46	67	7	72	1	6	31	57	62	20	57
ENSDARG00000099913	19	7	13	0	9	1	18	0	4	0	11	6	0	0	0	2	0	1
ENSDARG00000099914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099915	0	2	7	0	0	0	0	3	2	0	0	0	0	0	4	0	0	2
ENSDARG00000099917	20	26	17	0	14	6	25	9	25	0	25	0	1	1	9	31	0	8
ENSDARG00000099918	6	22	21	0	17	0	21	18	5	0	0	0	6	3	0	0	2	9
ENSDARG00000099920	7	32	23	0	28	6	36	33	50	5	53	0	2	10	43	11	18	4
ENSDARG00000099921	29	32	6	0	36	4	61	13	32	16	23	0	2	7	41	32	1	29
ENSDARG00000099923	6	18	30	0	34	0	37	38	31	3	8	0	0	5	34	4	10	27
ENSDARG00000099926	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000099927	14	6	31	10	0	0	4	38	13	0	18	1	16	0	15	5	8	6
ENSDARG00000099928	5	3	6	0	3	2	0	0	2	0	0	3	0	0	3	8	0	1
ENSDARG00000099930	39	39	54	2	68	3	65	25	52	4	58	13	5	21	49	23	15	15
ENSDARG00000099931	38	0	0	0	141	9	59	56	47	0	26	25	11	0	66	32	12	68
ENSDARG00000099933	14	4	27	0	7	18	4	1	11	0	6	0	0	2	7	0	7	0
ENSDARG00000099936	37	63	54	0	46	8	63	21	67	0	45	11	3	16	32	10	14	39
ENSDARG00000099937	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ENSDARG00000099943	49	66	65	7	81	9	44	73	57	5	78	8	10	38	58	43	14	102
ENSDARG00000099945	7	4	16	0	19	0	8	1	31	0	6	0	0	4	0	8	0	3
ENSDARG00000099946	5	11	12	0	1	0	30	14	27	0	22	2	5	5	27	6	12	3
ENSDARG00000099947	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0
ENSDARG00000099948	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099949	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099950	0	1	2	0	4	0	5	2	1	0	0	0	0	0	2	0	1	5
ENSDARG00000099953	5	2	1	0	2	0	0	0	0	0	2	1	0	1	0	3	0	0
ENSDARG00000099954	69	32	39	0	95	9	106	55	144	26	93	30	22	29	54	42	26	50
ENSDARG00000099958	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099959	3793	3619	6718	0	4845	900	5281	3241	4790	0	4879	427	0	1377	4797	2004	1474	2264
ENSDARG00000099960	9	12	0	0	0	0	10	1	22	0	10	0	0	12	39	0	5	8
ENSDARG00000099961	32	33	73	0	69	9	38	41	40	8	59	15	2	13	35	40	26	28
ENSDARG00000099963	0	0	0	0	1	0	2	0	16	15	8	3	0	0	0	0	0	0
ENSDARG00000099965	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099966	741	772	1209	8	1011	151	1207	697	1198	120	877	121	145	264	1045	494	417	782
ENSDARG00000099969	4	2	2	0	1	0	0	0	0	0	2	0	0	0	6	0	0	3
ENSDARG00000099972	74	60	131	0	169	75	141	54	204	35	155	13	117	32	135	98	235	82
ENSDARG00000099973	129	180	313	10	203	36	130	156	179	4	155	113	4	85	266	91	71	180
ENSDARG00000099974	257	530	625	10	596	79	471	294	437	56	392	52	53	125	473	230	145	254
ENSDARG00000099979	78	124	117	0	82	17	100	47	78	9	58	12	1	38	21	15	44	68
ENSDARG00000099980	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000099981	0	6	0	0	4	1	13	7	9	0	0	0	0	1	3	1	7	0
ENSDARG00000099982	0	0	4	0	0	0	0	0	3	0	0	0	0	0	13	0	0	0
ENSDARG00000099984	14	9	14	0	5	3	10	18	19	15	6	8	0	11	14	2	3	12
ENSDARG00000099985	15	3	28	0	13	2	17	5	25	0	0	0	0	0	8	7	14	19
ENSDARG00000099986	0	29	18	0	22	14	18	14	29	4	27	6	0	0	9	3	5	17
ENSDARG00000099989	27	1	2	0	11	4	2	4	18	0	18	1	10	1	26	6	1	11
ENSDARG00000099995	139	112	222	5	242	72	182	203	171	11	139	9	14	100	238	108	32	152
ENSDARG00000099996	90	56	116	0	92	32	65	127	201	22	124	4	67	18	182	142	16	70
ENSDARG00000099997	4	1	0	0	0	0	5	0	9	0	5	0	0	0	7	1	0	0
ENSDARG00000099999	417	494	784	1	578	153	625	356	611	43	567	75	71	144	490	324	224	398
ENSDARG00000100001	5	2	6	0	20	0	9	0	7	0	19	0	0	0	2	13	0	0
ENSDARG00000100002	0	12	0	0	3	0	18	5	0	0	11	0	0	1	0	0	0	0
ENSDARG00000100003	95	124	100	0	110	16	116	116	76	2	123	6	5	40	37	69	25	116
ENSDARG00000100006	25	31	20	0	49	0	18	14	11	0	1	0	0	11	3	5	0	23
ENSDARG00000100007	66	81	261	0	227	35	35	85	4	0	133	0	1	76	74	20	54	135
ENSDARG00000100011	47	124	159	0	135	23	214	93	161	7	126	17	7	56	105	116	43	74
ENSDARG00000100013	68	72	127	7	132	17	111	67	189	4	119	11	14	52	122	54	16	80
ENSDARG00000100017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100019	9	7	67	0	14	7	39	10	16	0	19	1	0	5	27	17	16	19
ENSDARG00000100020	180	291	409	5	293	63	337	155	272	29	166	57	80	50	192	173	77	156
ENSDARG00000100021	0	19	0	0	31	0	0	0	5	0	0	0	0	0	6	0	2	2
ENSDARG00000100024	476	673	939	18	781	74	989	708	1154	94	874	51	75	384	850	427	286	479
ENSDARG00000100025	13	0	0	0	5	0	0	6	17	0	0	0	0	0	4	7	0	0
ENSDARG00000100026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100028	0	0	0	0	0	4	6	0	0	0	0	0	0	1	0	2	0	2
ENSDARG00000100031	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	4	0	0
ENSDARG00000100032	17	29	61	2	18	0	27	36	43	1	54	0	4	2	52	12	6	57
ENSDARG00000100037	1	2	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSDARG00000100043	0	10	3	0	8	0	6	0	7	0	4	6	0	1	0	1	0	2
ENSDARG00000100044	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10
ENSDARG00000100045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100046	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100047	6	5	21	0	8	4	13	3	17	0	11	1	2	8	8	3	4	12
ENSDARG00000100048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100051	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000100052	8	2	24	0	13	0	3	3	13	0	2	0	0	3	3	10	0	4
ENSDARG00000100053	10	8	11	0	17	0	4	12	18	0	0	0	0	0	16	13	29	8
ENSDARG00000100055	36	28	54	0	46	11	71	34	60	1	34	10	3	20	80	34	8	45
ENSDARG00000100057	25	112	127	0	230	0	297	0	84	3	79	53	0	8	62	32	64	133
ENSDARG00000100060	1	6	16	0	11	0	13	0	7	8	17	2	5	9	16	14	0	0
ENSDARG00000100061	0	0	19	0	28	0	29	5	19	0	0	0	7	6	1	42	0	18
ENSDARG00000100065	9	1	10	0	22	3	12	6	15	0	4	1	2	2	9	3	13	7
ENSDARG00000100072	26	15	65	15	54	26	63	65	47	8	34	27	13	29	63	45	26	46
ENSDARG00000100075	101	98	196	0	164	39	121	139	160	7	197	18	0	36	208	113	62	63
ENSDARG00000100077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100082	70	168	134	20	128	12	133	100	130	8	85	26	10	45	93	46	32	32
ENSDARG00000100083	60	38	91	0	20	0	71	37	18	1	34	0	2	14	62	7	8	34
ENSDARG00000100084	43	58	82	4	65	10	61	52	80	4	37	0	8	6	11	5	10	24
ENSDARG00000100086	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSDARG00000100087	0	5	4	0	0	0	11	0	11	0	0	0	0	0	0	0	0	7
ENSDARG00000100088	38	53	114	0	67	8	171	78	88	14	66	10	6	35	70	51	44	44
ENSDARG00000100089	8	29	72	1	37	7	101	3	45	0	22	6	0	12	15	19	10	12
ENSDARG00000100090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100093	69	24	66	1	65	0	39	46	75	2	86	1	7	14	43	20	7	42
ENSDARG00000100095	110	99	144	1	143	21	281	165	186	18	215	36	12	37	185	111	50	98
ENSDARG00000100096	0	1	2	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0
ENSDARG00000100097	16	43	9	1	54	20	18	3	19	1	25	2	7	3	3	39	5	41
ENSDARG00000100098	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSDARG00000100099	0	0	0	0	5	0	5	0	0	3	0	0	0	0	18	2	0	0
ENSDARG00000100104	0	0	0	0	15	0	18	2	0	0	9	0	0	0	8	0	0	0
ENSDARG00000100105	16	25	14	0	89	4	38	18	66	1	34	31	10	24	15	31	78	49
ENSDARG00000100106	3	0	21	1	7	0	30	8	51	0	10	0	0	0	15	3	2	2
ENSDARG00000100108	71	144	165	1	174	32	278	77	102	5	76	26	10	39	62	32	24	50
ENSDARG00000100110	0	1	1	0	9	0	5	4	29	0	16	0	1	2	4	0	8	7
ENSDARG00000100112	6	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100113	0	0	0	0	12	0	1	7	1	0	0	0	0	7	0	0	0	0
ENSDARG00000100114	59	56	119	0	68	13	101	73	124	18	114	9	5	26	71	48	44	46
ENSDARG00000100115	25	29	46	10	39	5	68	17	36	8	40	18	1	3	6	2	6	8
ENSDARG00000100116	3	3	14	0	15	0	13	14	32	0	14	0	1	1	0	8	6	16
ENSDARG00000100119	97	84	166	7	109	33	65	50	117	6	78	5	23	16	75	82	41	88
ENSDARG00000100121	10	1	4	3	15	3	20	19	19	3	6	0	0	3	8	0	4	14
ENSDARG00000100127	0	1	0	0	15	0	5	4	3	0	2	0	4	0	1	8	0	6
ENSDARG00000100128	46	30	98	10	46	19	65	13	69	8	51	29	7	49	58	20	43	51
ENSDARG00000100129	290	247	615	12	419	51	463	252	528	57	264	60	39	175	416	253	153	234
ENSDARG00000100131	34	52	105	6	52	11	119	92	120	10	147	7	34	61	70	72	35	61
ENSDARG00000100132	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100133	139	172	301	16	202	37	159	88	113	10	122	16	31	44	92	53	23	88
ENSDARG00000100136	17	24	44	1	20	2	70	37	82	11	49	14	29	9	21	36	31	42
ENSDARG00000100137	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100139	1	24	27	0	6	0	0	7	16	0	6	8	4	0	34	6	0	7
ENSDARG00000100141	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	1
ENSDARG00000100142	0	2	0	0	3	0	25	9	9	0	1	0	0	0	0	0	0	4
ENSDARG00000100143	38	37	67	0	90	0	62	48	75	13	16	2	0	0	39	12	10	11
ENSDARG00000100145	68	88	133	28	149	8	89	39	106	3	123	6	3	19	159	34	39	54
ENSDARG00000100148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSDARG00000100149	124	103	147	2	225	22	139	177	175	32	114	41	12	46	123	74	59	83
ENSDARG00000100150	2	13	0	0	7	0	5	1	1	0	1	0	0	5	11	0	0	1
ENSDARG00000100151	49	62	57	3	95	17	121	80	119	21	70	14	7	92	85	48	20	67
ENSDARG00000100152	6	3	7	0	21	0	25	25	28	0	5	0	4	7	15	11	0	8
ENSDARG00000100155	0	0	12	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0
ENSDARG00000100157	0	4	6	0	12	0	23	1	12	6	15	0	0	0	13	7	11	18
ENSDARG00000100158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100159	0	0	0	0	12	0	0	0	0	0	0	0	0	0	6	16	0	2
ENSDARG00000100160	0	2	0	0	0	0	9	1	14	0	6	4	0	0	0	0	0	0
ENSDARG00000100161	0	6	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0
ENSDARG00000100162	14	14	24	0	25	0	31	23	16	0	10	0	0	9	48	5	2	17
ENSDARG00000100163	11	34	36	0	8	0	25	0	22	0	50	0	9	11	14	11	0	6
ENSDARG00000100164	0	11	6	0	26	0	10	34	10	0	0	0	0	0	0	28	7	0
ENSDARG00000100166	194	175	336	1	299	28	355	251	235	33	193	56	57	79	233	119	122	176
ENSDARG00000100167	5	16	12	0	12	2	16	0	8	0	1	0	2	0	5	6	0	4
ENSDARG00000100170	296	393	684	36	524	134	623	427	456	24	349	23	113	194	423	310	215	440
ENSDARG00000100179	16	14	18	0	27	4	38	21	17	0	19	0	3	1	15	10	14	1
ENSDARG00000100181	44	19	40	0	24	13	15	12	33	0	28	14	0	25	28	17	35	35
ENSDARG00000100184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100185	2	0	0	0	4	0	11	1	0	0	2	0	0	1	3	4	0	0
ENSDARG00000100186	14	20	28	0	21	1	29	4	34	3	29	0	2	4	40	29	7	11
ENSDARG00000100188	30	0	18	0	46	0	24	37	36	0	28	0	22	2	52	17	16	25
ENSDARG00000100190	24	67	52	0	73	2	93	50	96	0	94	11	14	36	28	34	34	66
ENSDARG00000100191	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSDARG00000100192	21	10	12	0	13	20	19	8	7	1	8	0	7	2	1	1	41	8
ENSDARG00000100195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000100196	0	3	4	0	14	0	15	10	25	0	0	0	1	1	8	1	0	1
ENSDARG00000100197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100198	18	31	77	0	65	13	116	85	77	7	85	15	9	8	53	19	25	25
ENSDARG00000100199	16	21	19	0	43	9	27	27	23	0	19	0	0	6	21	15	3	17
ENSDARG00000100202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100203	5	3	10	0	16	0	20	14	13	0	2	8	0	12	11	5	0	9
ENSDARG00000100206	14	0	21	0	6	0	30	34	35	0	6	0	0	9	45	19	6	21
ENSDARG00000100209	80	139	160	2	196	11	224	145	223	31	224	34	13	56	148	107	69	137
ENSDARG00000100214	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ENSDARG00000100219	46	31	67	0	26	3	49	9	83	0	18	5	0	10	33	59	14	18
ENSDARG00000100222	1010	1655	1038	10	1437	71	986	783	899	129	588	54	150	257	718	567	819	969
ENSDARG00000100223	84	120	169	8	93	22	420	84	97	7	88	15	80	26	152	68	49	62
ENSDARG00000100224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ENSDARG00000100225	52	65	82	5	112	27	53	51	121	3	62	13	11	55	103	82	49	54
ENSDARG00000100227	4	26	21	0	149	2	16	9	28	0	27	1	36	7	9	2	1	61
ENSDARG00000100229	2	5	4	0	1	3	20	18	9	1	8	0	0	2	21	5	5	4
ENSDARG00000100231	22	23	20	0	25	1	7	11	16	5	9	1	0	7	7	9	0	20
ENSDARG00000100232	6	32	11	0	16	0	8	38	31	2	6	0	0	0	21	0	3	0
ENSDARG00000100234	2	1	26	1	11	0	22	6	1	0	0	24	0	13	3	0	1	0
ENSDARG00000100236	2	3	8	0	30	0	21	36	18	0	13	4	0	18	12	2	5	17
ENSDARG00000100237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100242	3	5	44	0	37	2	17	14	17	0	21	0	4	3	9	6	2	20
ENSDARG00000100244	255	218	433	2	383	52	419	270	372	41	317	73	27	132	248	178	155	294
ENSDARG00000100247	0	6	0	0	0	0	6	0	1	0	5	0	0	0	2	0	0	0
ENSDARG00000100248	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
ENSDARG00000100249	0	5	13	0	10	0	1	0	2	1	0	1	0	0	0	0	0	0
ENSDARG00000100251	2	20	0	1	7	2	0	2	6	0	15	0	0	0	1	8	0	0
ENSDARG00000100252	159	189	321	0	243	38	206	135	213	34	174	22	17	31	182	126	87	126
ENSDARG00000100255	0	4	4	0	0	18	0	3	6	0	4	0	0	0	7	12	1	0
ENSDARG00000100256	4	15	27	0	2	2	12	15	11	0	3	3	1	4	5	4	0	20
ENSDARG00000100257	10	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ENSDARG00000100258	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100259	8	16	33	0	28	4	6	18	52	11	4	1	0	9	40	0	1	13
ENSDARG00000100260	4	3	15	10	27	0	9	2	27	0	6	1	0	2	9	7	6	2
ENSDARG00000100261	8	28	60	4	34	8	21	23	52	0	13	0	3	22	33	10	32	19
ENSDARG00000100262	8	5	0	0	7	0	0	13	11	0	2	0	9	10	13	4	3	9
ENSDARG00000100264	43	47	75	0	73	9	70	48	94	12	49	6	10	34	43	42	30	54
ENSDARG00000100265	10	50	83	0	22	0	94	51	89	6	33	1	1	28	52	18	10	17
ENSDARG00000100267	33	36	105	5	60	12	63	28	64	0	62	7	1	17	46	35	41	17
ENSDARG00000100269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100272	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100274	45	73	127	0	160	29	120	104	100	7	99	27	2	34	40	92	22	121
ENSDARG00000100279	0	2	12	0	6	0	2	0	5	0	21	0	1	3	11	13	0	8
ENSDARG00000100280	9	5	42	0	11	0	17	26	12	0	8	3	2	0	22	6	21	9
ENSDARG00000100281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100284	0	0	13	0	2	0	1	0	0	0	0	0	0	0	11	0	0	0
ENSDARG00000100285	0	2	6	0	7	0	11	1	3	0	2	0	0	0	0	0	7	1
ENSDARG00000100287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100288	97	10	71	0	92	0	46	25	59	0	11	19	0	4	67	42	3	70
ENSDARG00000100290	7	1	1	0	0	0	27	2	1	0	3	0	0	0	1	1	7	0
ENSDARG00000100292	6	2	0	0	7	0	0	4	0	0	0	0	2	0	8	1	0	0
ENSDARG00000100293	1	11	17	0	19	0	23	35	11	0	11	0	9	4	0	18	2	5
ENSDARG00000100294	21	26	51	1	33	5	19	41	58	0	45	2	9	1	25	1	15	12
ENSDARG00000100295	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100296	43	61	59	0	89	5	55	53	90	0	51	11	3	12	69	24	19	74
ENSDARG00000100301	9	2	0	0	4	3	0	5	0	0	1	2	1	3	9	8	11	0
ENSDARG00000100302	2	26	5	0	58	20	31	10	16	0	0	0	0	0	30	7	26	4
ENSDARG00000100303	5	10	32	0	11	0	42	12	24	0	8	1	0	12	16	0	7	16
ENSDARG00000100304	22	76	103	0	70	11	75	50	60	3	64	2	0	7	3	41	19	21
ENSDARG00000100307	13	27	26	0	32	0	21	28	27	0	41	5	2	1	26	21	7	10
ENSDARG00000100308	30	48	55	0	81	10	84	39	98	0	90	8	7	21	26	55	30	36
ENSDARG00000100311	0	20	14	0	18	8	31	37	36	0	10	0	0	0	14	13	0	1
ENSDARG00000100312	1	14	11	0	13	0	16	2	6	6	0	0	0	0	1	14	1	0
ENSDARG00000100313	89	88	200	2	131	17	138	77	118	21	113	37	17	33	159	72	102	103
ENSDARG00000100315	21	55	88	1	110	2	64	33	55	8	71	8	0	8	56	15	4	12
ENSDARG00000100317	41	28	35	2	31	8	83	7	53	8	41	0	0	7	72	22	10	23
ENSDARG00000100321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100322	5	2	15	0	1	0	3	11	25	0	5	0	0	2	5	11	1	1
ENSDARG00000100324	15	14	12	0	19	2	16	17	14	14	15	3	0	0	12	10	1	5
ENSDARG00000100329	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0
ENSDARG00000100331	5	1	7	0	0	0	0	0	3	0	2	0	0	2	1	3	0	0
ENSDARG00000100332	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100334	2	3	1	0	3	0	2	0	0	0	2	0	0	1	1	2	0	0
ENSDARG00000100335	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	0	0
ENSDARG00000100336	35	5	36	0	5	0	45	15	11	2	73	3	28	11	9	15	1	8
ENSDARG00000100339	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	9	0	0
ENSDARG00000100341	8	2	6	0	5	0	0	3	28	0	0	0	0	0	3	0	0	1
ENSDARG00000100342	13	16	21	0	36	0	42	23	34	0	57	0	15	12	32	13	19	23
ENSDARG00000100345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100348	10	7	5	0	0	0	21	0	14	0	0	2	5	0	0	32	0	0
ENSDARG00000100349	237	270	489	3	391	89	557	288	409	10	396	51	41	80	260	148	78	242
ENSDARG00000100352	354	501	714	11	663	205	494	380	540	52	385	52	107	184	324	225	148	357
ENSDARG00000100353	14	9	22	0	32	8	62	56	22	1	35	4	2	9	35	21	6	14
ENSDARG00000100357	28	23	38	0	54	11	71	49	32	0	26	0	0	3	12	32	17	54
ENSDARG00000100358	3	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ENSDARG00000100359	39	62	42	0	54	16	59	13	50	0	27	15	19	15	56	26	10	37
ENSDARG00000100360	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2
ENSDARG00000100361	2	0	10	0	2	5	5	2	8	6	2	2	0	0	17	0	0	1
ENSDARG00000100363	25	14	66	0	54	6	23	30	15	4	29	17	10	6	11	14	17	25
ENSDARG00000100364	0	5	0	0	0	0	0	0	2	0	3	0	0	0	7	0	0	5
ENSDARG00000100366	10	4	12	0	4	0	20	3	13	4	4	6	15	0	9	5	1	5
ENSDARG00000100370	0	0	4	0	0	0	1	9	4	0	6	0	0	0	1	7	0	0
ENSDARG00000100371	9019	13428	18584	225	16346	1884	15713	9288	14949	1316	12161	1294	957	3942	11295	6941	4601	7196
ENSDARG00000100372	8	15	7	0	17	0	6	10	21	0	4	0	0	0	0	3	2	0
ENSDARG00000100373	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSDARG00000100374	175	195	203	1	138	43	164	145	157	35	147	25	20	60	151	91	48	57
ENSDARG00000100375	4	0	0	0	0	0	2	11	24	0	2	0	0	0	1	0	0	1
ENSDARG00000100376	6	13	21	0	31	0	12	11	25	0	17	0	0	3	25	15	1	27
ENSDARG00000100377	3	8	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSDARG00000100378	0	0	10	0	3	10	15	50	16	0	0	0	0	6	3	0	1	29
ENSDARG00000100379	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSDARG00000100381	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSDARG00000100383	3	5	7	0	10	1	11	0	0	0	0	0	0	6	4	3	0	10
ENSDARG00000100384	0	3	19	0	0	0	7	0	7	0	0	0	0	21	7	10	0	11
ENSDARG00000100385	5	21	17	0	13	1	10	9	10	5	4	0	0	9	4	0	19	10
ENSDARG00000100386	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	9	7	0
ENSDARG00000100387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ENSDARG00000100388	0	2	26	0	9	0	6	14	13	0	1	8	5	0	4	0	4	4
ENSDARG00000100389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100392	1038	1280	1633	57	1530	359	1409	785	1374	141	1327	189	148	349	1014	731	393	733
ENSDARG00000100394	125	142	163	5	90	15	177	124	111	8	87	11	12	33	115	83	27	83
ENSDARG00000100396	55	99	131	2	77	23	203	74	64	7	73	9	23	30	46	38	41	43
ENSDARG00000100397	2174	1688	3999	76	3365	813	2735	3058	3021	298	2239	524	390	801	2109	1325	1325	2339
ENSDARG00000100398	9	5	87	0	40	0	62	16	69	16	55	0	4	17	11	32	10	5
ENSDARG00000100401	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	8	0	0
ENSDARG00000100402	37	31	55	4	72	19	34	25	153	0	51	11	7	4	76	15	32	44
ENSDARG00000100405	0	0	1	0	22	0	0	0	15	0	23	0	6	0	1	10	0	0
ENSDARG00000100406	300	543	576	16	508	79	514	268	505	29	346	33	55	97	313	179	73	146
ENSDARG00000100407	102	130	114	0	81	12	129	41	176	5	101	3	4	29	82	49	52	43
ENSDARG00000100409	6	1	0	0	18	0	21	11	1	0	12	0	0	19	10	0	0	7
ENSDARG00000100410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100411	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100412	0	13	2	2	6	0	1	8	9	0	7	0	7	0	0	0	0	0
ENSDARG00000100414	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000100415	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	14	0
ENSDARG00000100419	141	203	229	8	193	10	204	89	272	9	144	25	27	40	135	60	47	56
ENSDARG00000100420	6	1	6	0	19	13	20	13	7	4	14	9	0	6	14	11	1	13
ENSDARG00000100421	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	14	8	2
ENSDARG00000100422	71	80	71	4	93	5	86	87	105	6	56	16	23	23	62	28	20	30
ENSDARG00000100424	47	45	71	2	27	1	41	17	54	17	37	6	7	16	29	26	22	32
ENSDARG00000100426	0	0	4	0	6	0	16	4	0	0	2	0	0	11	0	1	0	0
ENSDARG00000100427	1	0	1	0	2	5	1	0	0	1	0	2	0	1	0	1	0	0
ENSDARG00000100429	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100433	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000100434	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSDARG00000100435	34	17	81	6	41	4	27	17	51	2	38	0	0	15	45	24	12	45
ENSDARG00000100436	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	1
ENSDARG00000100439	33	12	33	1	17	0	4	28	40	0	24	2	10	13	36	5	25	16
ENSDARG00000100440	24	24	9	0	12	1	35	12	23	2	11	12	0	15	11	25	14	10
ENSDARG00000100442	114	242	219	8	225	41	255	129	198	8	172	15	1	51	170	76	31	37
