	F10	F11	F12	F7	F8	F9	F4	F5	F6	F1	F2	F3	E10	E11	E12	E7	E8	E9
767773	28	61	33	8	1	63	7	125	10	168	49	52	0	92	3	51	69	241
767774	0	0	7	0	0	0	0	3	0	3	0	13	0	0	0	1	1	11
767776	10	0	0	5	14	13	0	13	0	9	6	16	0	15	9	0	8	21
767778	18	7	10	1	2	18	0	20	0	67	9	14	0	58	15	10	26	105
767781	24	18	33	3	3	46	1	38	4	50	24	61	1	33	5	42	38	61
767784	8	14	19	0	5	17	9	30	9	55	17	40	0	35	2	9	21	21
767786	0	2	4	0	5	15	5	11	6	16	32	2	0	6	0	7	19	25
767788	21	17	43	2	15	54	1	62	6	67	41	37	3	65	3	15	15	43
767789	13	3	5	0	0	19	5	13	0	30	11	22	0	37	0	21	38	45
767790	17	9	22	14	0	34	0	27	0	47	28	44	3	45	2	39	35	29
767791	0	2	4	2	26	0	2	13	0	4	27	7	0	26	0	2	8	0
767793	4	4	6	0	0	6	0	6	5	0	5	21	0	1	0	0	0	0
767796	9	4	4	0	2	22	0	13	4	15	13	9	0	11	0	2	3	15
767799	0	5	0	0	0	2	1	1	3	5	17	9	0	2	3	1	2	7
767802	8	2	0	0	2	2	10	4	3	4	20	15	0	11	0	2	33	27
767803	0	0	11	0	4	5	0	9	0	8	19	15	0	0	0	3	13	10
767804	10	5	13	0	12	36	3	12	5	12	15	40	0	22	6	22	10	24
767805	49	19	51	9	17	42	5	71	15	97	61	82	2	84	2	39	58	84
767807	15	4	6	0	7	11	3	3	0	22	9	19	0	6	0	1	8	12
767808	17	8	7	2	10	24	10	13	11	34	38	23	0	25	0	15	11	17
767809	194	79	154	36	63	281	37	208	44	389	321	302	7	361	32	248	230	289
768119	1	6	20	0	0	11	3	21	2	32	0	21	3	10	0	7	7	11
768121	61	59	155	1	31	94	25	273	27	234	40	135	0	104	16	107	67	98
768122	32	43	50	14	38	34	2	85	12	63	46	83	4	70	12	72	45	113
768123	45	23	54	8	30	62	0	82	0	82	34	105	0	60	12	46	81	84
768124	6	0	11	0	3	6	3	11	2	22	11	8	0	48	0	17	0	18
768125	17	11	10	0	13	71	5	50	12	46	26	87	0	20	6	49	28	54
768127	1	1	7	0	0	21	4	20	0	39	31	21	0	18	1	4	31	25
768128	0	0	14	6	5	9	0	37	0	6	10	28	0	17	0	7	20	6
768129	3	0	0	0	0	10	0	0	1	0	6	11	0	0	2	12	5	3
768130	68	49	74	23	55	106	41	67	29	132	98	112	9	159	28	64	90	114
768131	68	39	242	8	24	135	14	176	11	239	94	103	0	243	145	177	206	177
768133	99	78	65	20	125	135	42	64	33	147	47	203	5	108	13	113	73	145
768134	0	13	18	1	7	3	0	8	9	35	18	7	0	28	0	15	5	24
768135	8	11	11	0	5	0	0	3	4	12	0	5	0	0	0	0	9	15
768136	49	40	19	0	13	27	0	30	0	46	36	17	0	3	0	0	0	11
768137	75	16	46	5	13	57	7	21	12	36	39	66	3	96	7	25	62	63
768140	11	13	15	7	6	10	4	19	14	46	26	45	0	52	14	31	12	32
768141	0	5	2	0	0	2	0	25	17	12	7	11	0	5	0	17	8	6
768142	74	70	60	24	40	76	11	83	26	119	90	157	1	57	30	61	87	200
768144	9	1	22	0	0	22	0	18	0	11	39	6	0	6	17	5	4	24
768145	12	0	7	0	1	3	0	12	3	2	0	15	2	12	0	3	0	11
768146	9	0	12	0	37	6	0	12	17	27	11	0	0	6	0	6	0	19
768147	19	5	40	1	7	35	1	95	12	20	32	42	0	39	2	57	27	65
768149	1	0	4	4	0	36	0	15	0	15	29	29	0	16	7	16	17	18
768151	26	2	5	7	11	69	2	38	9	86	31	39	6	38	5	12	50	36
768153	5	0	3	3	12	36	0	16	0	12	21	20	0	25	1	14	30	39
768155	0	4	0	0	0	12	0	26	0	20	8	46	0	17	0	18	0	6
768156	6	0	3	0	0	1	0	8	1	1	2	2	0	14	0	0	6	1
768157	91	118	291	46	88	291	38	213	48	362	229	249	3	382	60	202	190	425
768158	21	13	16	1	7	24	6	53	0	83	75	101	0	30	2	26	53	56
768159	162	144	185	24	92	186	19	197	37	294	126	252	10	213	73	183	98	234
768160	12	2	17	9	50	31	0	23	0	22	23	39	0	48	0	13	61	80
768164	4	4	5	0	0	2	0	7	0	0	3	4	0	0	0	1	4	6
768165	19	8	8	4	0	15	1	34	0	24	3	44	0	36	1	3	31	19
768170	136	86	120	18	83	195	23	168	15	286	181	241	0	281	40	130	127	192
768171	7	35	7	1	2	20	10	51	3	34	29	80	0	26	0	47	32	24
768172	3	0	2	0	0	0	0	0	5	4	0	5	0	1	1	2	6	0
768175	19	9	36	0	29	28	9	38	6	28	31	39	2	23	1	34	36	48
768176	112	89	132	8	43	109	26	281	24	144	156	325	3	145	25	130	113	227
768177	135	168	145	19	66	145	15	273	34	200	242	357	9	335	34	162	222	142
768179	8	7	7	1	1	0	0	39	0	25	17	9	0	9	5	17	13	12
768180	1	0	10	0	0	5	0	29	0	3	1	16	0	13	2	15	0	113
768181	0	0	2	0	0	1	0	2	0	5	14	8	0	15	0	0	0	6
768182	22	9	14	0	19	37	3	89	5	81	39	107	0	69	7	54	36	69
768183	229	136	316	54	201	259	57	341	77	389	229	351	0	442	101	262	234	412
768185	27	2	7	0	0	9	8	14	0	11	8	3	0	34	0	0	7	6
768186	32	10	50	40	11	36	3	30	0	52	23	60	1	40	6	54	14	58
768187	0	12	2	0	1	8	4	25	0	18	6	9	0	15	1	7	0	2
768189	0	19	3	0	4	24	4	0	0	27	8	24	0	36	1	21	20	21
768192	382	288	418	116	209	401	86	507	116	690	437	628	25	538	115	424	327	655
768193	35	0	3	0	6	5	0	3	0	2	4	0	0	18	0	2	8	20
768194	16	26	15	6	21	28	0	46	8	52	57	12	0	30	4	28	31	40
768195	6	4	2	0	1	12	0	14	5	37	28	25	0	5	0	3	36	35
768196	3	0	0	0	8	8	0	5	0	3	6	3	2	20	5	4	17	7
768198	4	0	14	0	0	26	0	10	5	32	22	39	0	24	0	30	9	48
768199	11	10	4	0	18	16	0	42	0	20	13	13	0	13	0	9	30	23
768200	9	2	12	1	1	27	0	0	0	9	15	14	0	8	0	24	0	2
768201	24	23	39	11	2	38	4	78	12	110	38	49	0	35	6	37	110	60
768202	43	25	18	9	3	56	1	63	8	69	42	72	0	81	0	30	83	110
768247	15	23	18	0	10	56	21	29	11	24	20	19	0	88	7	27	76	53
768248	3	0	10	0	1	7	0	9	0	15	8	14	8	2	3	7	3	15
768285	22	2	4	8	0	0	16	11	0	7	0	21	0	10	0	5	3	10
768286	22	4	14	7	10	12	0	17	1	24	5	52	10	40	3	12	15	41
768287	12	21	42	1	7	51	7	35	10	74	13	48	0	74	14	30	49	46
768289	34	16	14	7	35	130	10	155	25	130	110	129	1	271	21	103	133	249
768290	14	1	4	1	0	7	0	20	3	9	20	23	0	12	0	19	5	36
768291	3	0	0	0	0	15	0	0	0	1	5	10	0	15	3	14	4	6
768292	12	20	3	0	16	39	6	31	12	27	2	23	6	77	2	31	39	43
768293	29	3	47	8	4	71	14	32	21	63	45	45	0	114	40	24	50	100
768294	0	0	9	0	4	17	0	4	0	5	0	11	0	13	0	3	0	2
768297	4	32	15	4	1	16	22	22	13	62	41	43	0	29	3	50	45	72
768299	12	4	6	0	22	17	0	38	2	25	11	20	0	24	3	4	1	4
768300	70	15	100	7	21	247	3	108	2	11	14	16	0	213	61	28	31	40
768303	70	27	61	21	47	44	36	51	14	133	85	128	2	61	16	47	64	70
768304	420	358	730	147	273	742	52	781	131	1099	615	726	14	946	164	584	1033	1181
768305	2	1	0	0	2	7	0	10	0	9	13	4	0	34	0	9	9	24
777606	0	0	7	0	0	20	0	12	0	17	0	0	0	0	0	0	16	0
777607	87	56	57	24	68	104	0	62	20	111	235	105	6	116	73	79	63	194
777610	0	2	6	5	25	4	0	14	9	41	13	42	0	27	6	56	31	24
777611	16	10	29	0	5	21	10	31	0	29	18	22	0	32	0	10	25	25
777613	13	15	44	6	0	35	8	17	5	25	30	53	0	42	0	9	2	34
777614	11	1	13	0	6	14	4	14	9	20	13	7	0	19	13	6	1	6
777615	61	46	76	14	29	17	8	29	22	97	80	101	6	109	7	28	93	124
777616	4	10	27	0	5	34	3	8	0	37	38	31	0	34	0	6	18	30
777617	10	0	2	9	9	3	7	4	1	16	0	16	0	11	0	12	7	33
777620	24	0	0	0	0	0	0	30	0	21	14	12	1	15	12	5	12	10
777621	99	5	25	0	2	55	1	62	1	64	43	70	0	24	3	35	30	54
777622	1	8	0	3	5	11	0	6	2	21	5	33	0	11	8	21	0	20
777623	40	6	59	7	31	99	0	42	7	70	16	58	0	67	19	27	21	52
777624	29	27	42	11	39	113	2	100	10	130	71	98	1	152	16	94	78	184
777625	82	35	70	15	41	103	24	106	52	154	74	123	6	183	29	102	137	210
777626	10	0	17	0	0	6	0	11	7	30	0	21	1	36	0	1	11	29
777627	53	28	39	11	19	44	6	81	1	45	17	97	0	65	5	38	62	100
777628	46	24	55	0	10	35	2	16	2	76	27	34	0	53	22	53	70	83
777629	15	1	18	3	12	53	27	49	17	79	23	76	0	15	15	5	27	34
777630	42	19	1	0	0	19	4	27	2	48	20	7	1	8	0	15	36	31
777631	6	6	15	6	10	19	6	23	2	34	12	36	0	21	3	27	36	95
777632	53	14	106	1	22	82	0	48	0	118	95	86	0	51	18	34	142	148
777634	3	0	21	6	0	16	0	27	0	43	28	14	0	13	0	21	0	5
777635	94	7	12	0	1	12	0	35	4	10	41	20	0	59	0	20	36	34
777637	23	30	63	0	3	62	1	99	27	100	38	91	0	61	23	57	54	95
777638	0	11	31	9	31	22	9	22	0	51	16	34	0	34	12	23	37	38
777639	0	3	6	11	20	27	1	19	0	12	9	9	0	9	0	14	50	53
777640	10	4	27	0	14	17	0	33	2	54	16	52	0	30	1	1	36	29
777641	268	144	335	29	174	261	60	318	63	269	275	347	8	484	80	262	374	554
777651	3	0	10	0	6	4	0	0	0	11	0	0	0	10	1	3	5	7
777666	102	45	66	15	36	53	6	47	12	64	88	70	0	86	19	92	59	100
777668	3	40	9	0	11	19	0	32	0	76	12	39	0	48	0	21	15	18
777671	0	0	0	0	3	6	0	0	0	1	0	5	0	7	0	0	4	0
777696	0	18	18	5	0	18	0	8	0	5	32	0	0	9	0	0	2	17
777704	56	34	50	13	63	43	31	94	15	64	54	96	4	136	32	32	55	106
777708	36	12	49	3	22	63	15	8	9	83	58	58	11	28	17	32	23	129
777709	19	6	59	6	6	10	0	37	5	19	20	47	0	31	2	3	31	47
777711	46	29	126	0	12	68	2	26	13	42	42	99	8	81	3	47	42	49
777712	113	105	141	44	71	250	18	203	35	259	173	347	14	238	35	185	249	254
777713	0	0	3	0	0	0	0	0	0	18	7	4	0	19	1	1	16	2
777716	46	33	100	20	31	92	6	47	5	191	64	105	2	121	18	92	101	140
777717	0	38	12	3	0	91	0	5	0	27	0	78	0	115	14	48	45	107
777718	13	2	9	0	12	6	6	44	3	45	32	26	0	9	2	11	24	13
777719	19	0	8	0	24	35	0	14	0	94	18	57	0	63	15	28	70	94
777720	74	14	20	0	50	71	8	147	19	99	134	110	0	234	26	69	129	237
777721	32	15	20	2	0	39	8	33	2	12	31	28	0	56	9	35	28	46
777726	8	19	26	0	15	44	0	28	7	75	22	35	0	65	2	17	38	29
777728	59	329	53	3	31	249	8	81	16	81	38	55	0	196	24	77	63	244
777729	155	125	218	33	102	462	125	324	63	405	301	317	22	353	83	235	356	423
777730	8	8	5	0	4	32	6	59	0	17	24	90	0	42	12	17	40	73
777731	45	23	96	7	41	104	0	142	20	129	80	109	0	122	50	101	120	114
777733	34	2	13	22	11	68	1	54	7	66	30	42	0	47	2	32	68	54
777734	9	17	31	0	5	29	9	14	4	21	30	12	0	35	0	20	20	45
777735	16	10	15	11	43	29	4	16	1	24	10	25	0	40	2	6	99	46
777736	79	65	118	23	63	104	16	116	10	134	109	128	0	182	34	117	148	250
777737	1001	942	1627	208	684	2222	169	2043	327	2418	1482	2292	58	2639	333	1543	1525	3245
777738	1	22	23	0	12	54	12	26	11	53	37	53	0	63	6	60	29	60
777744	26	15	35	2	2	52	4	38	7	67	51	69	0	45	14	25	50	72
777745	0	28	42	6	1	6	0	30	0	23	28	20	14	46	3	15	24	14
777747	52	27	141	22	24	60	17	89	7	94	80	105	2	95	26	94	64	172
777750	27	12	10	8	2	175	0	31	5	19	28	67	4	84	9	30	12	33
777751	0	0	7	2	0	0	1	0	0	5	0	3	0	4	0	5	10	5
777754	12	0	0	0	9	0	0	0	0	0	0	3	0	4	0	0	0	12
777755	0	4	18	0	0	3	0	3	1	5	8	4	0	2	0	4	4	3
777756	130	53	171	14	30	209	17	200	30	263	172	202	9	245	28	94	253	230
777758	5	14	20	0	2	20	0	15	0	13	15	24	0	35	2	9	20	14
777759	9	0	11	1	7	14	0	23	0	26	3	9	0	0	15	2	7	19
777760	22	4	10	11	0	24	2	30	0	27	9	21	0	14	2	22	24	66
777765	22	1	7	0	15	66	0	38	0	41	33	54	0	38	1	5	71	6
777766	476	391	652	191	301	862	113	940	237	824	644	1046	21	1453	168	682	933	990
777767	124	51	37	30	15	70	6	68	16	174	150	165	5	88	21	83	165	147
777768	121	76	156	26	58	172	24	216	29	276	197	275	0	212	11	123	225	255
777792	1	25	0	7	4	16	0	10	0	18	14	35	0	31	2	30	6	53
777793	42	12	18	0	11	106	0	98	15	132	32	111	0	123	4	44	64	72
780836	2	4	16	9	12	17	0	26	0	21	25	41	0	39	0	13	1	71
780837	0	0	0	0	0	6	0	0	0	10	3	0	0	14	0	11	16	6
780838	5	2	0	0	2	7	0	1	0	0	5	5	0	4	1	0	14	8
780841	0	3	6	0	0	29	0	10	3	0	2	11	0	29	6	14	11	14
780844	0	12	6	0	0	0	1	6	0	21	6	18	0	10	0	7	25	20
790908	86	141	99	21	17	169	46	123	33	138	112	112	0	339	37	191	208	380
790916	52	32	101	83	58	290	12	149	28	206	80	84	0	94	16	143	72	161
790917	265	226	308	65	134	543	54	460	82	202	257	256	19	610	68	444	452	531
790919	3	0	3	0	0	0	0	18	0	5	5	18	0	22	8	7	7	3
790921	25	51	23	0	8	22	5	41	0	37	21	35	0	35	0	20	46	35
790923	12	2	0	0	13	0	0	18	0	8	0	0	0	12	6	0	4	4
790924	18	12	13	1	7	33	0	28	0	43	14	24	0	48	10	15	31	17
790927	11	0	12	0	68	166	0	39	0	65	29	43	0	37	67	0	19	70
790928	23	23	11	0	20	11	4	27	8	47	7	51	0	43	5	9	13	71
790929	9	6	5	0	5	3	7	23	0	28	3	9	0	24	0	19	0	12
790931	0	0	7	0	0	5	0	7	0	16	1	1	0	13	0	5	5	9
790933	18	18	33	4	12	40	0	73	6	88	23	48	2	57	22	51	76	89
790934	13	6	21	0	13	13	6	30	6	33	3	36	3	35	1	11	30	30
790935	63	13	38	14	46	94	9	99	20	75	44	93	3	70	7	71	81	129
790936	0	2	3	2	0	4	3	9	0	7	14	18	0	5	0	11	14	36
790937	18	16	65	12	9	62	3	72	13	103	28	76	0	69	5	30	92	95
790938	0	5	7	0	8	27	0	0	0	35	35	24	0	0	15	0	45	36
790939	1	9	8	0	1	5	18	0	0	17	3	10	0	20	0	0	3	17
790940	11	11	15	4	4	26	4	53	7	57	23	51	2	40	5	8	34	10
790942	28	42	73	6	19	66	12	53	5	116	98	74	13	112	8	42	107	180
790943	14	14	27	22	20	16	43	36	3	57	52	27	0	40	0	33	33	46
790944	7	12	16	12	10	27	0	20	1	36	13	43	0	54	6	11	16	50
790945	0	0	13	0	0	6	0	6	0	2	2	8	0	0	3	2	6	0
791107	59	67	45	11	43	78	0	76	17	84	54	89	0	73	0	68	70	132
791124	0	7	0	0	0	14	0	19	2	1	9	3	0	18	0	2	8	9
791129	3	0	0	0	0	5	12	1	2	3	1	0	0	0	0	0	38	1
791130	4	6	0	0	7	10	0	15	0	9	20	10	0	5	0	9	8	5
791132	8	0	0	0	2	5	0	8	1	2	2	7	0	15	0	2	23	24
791133	15	0	9	1	5	43	15	29	0	55	10	37	0	8	2	18	51	88
791134	43	126	48	1	66	204	67	84	9	92	77	270	0	72	12	63	94	105
791135	3	0	5	0	0	53	4	6	0	17	5	5	0	7	0	20	43	68
791138	2	4	3	5	15	11	0	0	3	13	12	20	0	7	0	6	19	28
791139	13	19	23	15	12	32	0	57	0	42	23	34	0	36	0	13	16	21
791140	27	7	0	0	24	14	0	5	5	25	8	14	0	5	0	4	9	7
791141	10	54	59	1	46	42	3	60	2	46	130	115	3	57	15	72	44	101
791142	52	72	28	1	33	65	4	58	5	112	41	119	5	86	21	49	100	124
791143	18	10	14	0	7	37	3	41	17	95	34	44	0	18	2	23	29	38
791144	58	16	132	14	64	117	16	81	55	192	96	155	4	211	27	78	105	117
791145	9	14	31	0	14	40	7	68	4	56	50	33	2	57	12	7	25	56
791146	56	32	73	2	46	121	7	139	17	148	157	111	0	129	58	90	148	155
791148	14	20	33	6	15	69	3	57	14	86	34	41	0	66	3	48	41	82
791149	9	15	5	0	0	1	0	0	0	12	3	9	0	4	0	11	5	6
791150	208	78	110	5	29	204	12	201	23	318	90	383	7	352	82	129	75	243
791152	0	0	5	0	0	8	0	0	0	12	1	9	0	2	0	8	8	18
791153	1	4	5	0	0	31	0	4	0	20	8	31	4	35	0	5	7	8
791154	152	124	175	23	114	212	44	219	69	247	187	237	7	321	56	120	231	394
791155	36	19	34	0	52	30	2	44	11	56	19	88	0	35	9	41	10	18
791156	0	0	5	0	0	5	5	6	0	5	0	0	0	1	0	0	8	1
791157	108	121	168	62	61	417	121	235	37	260	170	385	16	294	43	127	174	303
791158	11	2	16	12	0	26	0	3	0	21	0	18	0	26	0	7	23	26
791159	4	15	0	0	0	4	0	11	5	8	3	10	0	5	13	15	0	11
791160	116	43	74	7	56	105	7	126	17	214	93	161	0	135	23	47	124	159
791161	2	0	0	0	3	3	0	6	0	11	0	12	0	0	7	0	6	10
791162	37	51	61	4	20	58	17	46	7	83	83	69	1	119	14	65	62	128
791165	35	16	33	0	4	45	2	76	6	71	31	66	11	63	0	26	83	26
791166	0	5	2	0	0	7	0	4	0	1	0	6	0	0	0	3	8	7
791167	14	2	8	4	0	0	0	13	0	8	1	11	2	3	0	0	0	11
791169	320	233	92	5	29	81	16	113	13	99	96	179	10	59	24	76	104	112
791170	5	1	46	3	20	73	21	51	5	65	66	64	0	72	0	71	15	63
791173	82	157	186	18	82	211	20	265	36	246	299	159	1	145	29	166	287	198
791175	0	0	2	0	0	13	0	2	0	10	0	4	0	6	0	0	2	1
791176	11	37	43	47	28	77	42	53	9	73	111	82	0	54	22	42	68	121
791177	27	29	37	9	3	65	7	46	0	59	64	49	0	91	14	55	34	96
791179	40	2	31	3	24	13	5	61	21	64	47	99	0	27	12	56	47	56
791180	14	9	24	9	2	16	0	19	0	34	2	38	0	22	4	36	13	55
791182	4	0	12	0	2	45	7	71	0	18	31	40	0	19	5	45	21	52
791183	16	38	64	3	25	32	2	55	11	102	78	76	0	86	32	30	92	154
791185	15	2	2	0	5	14	2	23	0	10	1	11	0	9	9	1	14	9
791186	14	9	37	1	5	68	11	6	8	75	55	26	2	29	0	20	43	64
791187	46	20	44	12	0	84	3	47	32	81	41	38	2	61	16	86	27	101
791188	15	0	0	6	4	9	0	17	4	41	19	30	3	47	3	8	33	58
791190	5	8	19	0	10	49	0	33	0	48	33	47	0	74	7	29	41	30
791191	96	65	85	5	35	149	26	116	20	133	68	176	3	99	13	115	86	181
791192	4	4	6	0	1	18	0	56	0	8	13	3	0	15	0	28	15	33
791194	6	18	9	0	0	18	3	12	7	26	13	15	0	8	0	4	13	32
791196	31	115	34	3	29	51	40	73	12	297	9	94	0	117	0	58	22	94
791197	3	21	7	0	12	55	5	69	2	62	23	66	0	45	6	15	38	53
791199	245	247	416	67	84	420	69	414	83	300	324	403	15	498	90	299	370	778
791200	0	6	0	0	3	13	1	0	0	13	1	0	0	5	0	6	1	0
791201	8	9	7	0	2	11	0	2	0	16	5	20	3	6	1	2	1	2
791202	4	1	1	6	2	6	0	3	2	40	6	11	0	14	0	11	11	13
791203	0	2	1	0	7	2	0	2	0	6	26	4	0	6	1	7	6	4
791204	0	1	9	0	3	10	9	2	6	22	40	25	0	9	2	12	2	33
791205	6	9	0	0	1	4	0	14	0	2	10	5	0	15	3	5	3	10
791208	9	1	0	0	0	0	0	19	0	9	12	10	0	6	0	0	5	9
791209	14	0	7	7	0	19	8	9	20	23	18	17	0	10	1	18	14	11
791210	53	9	34	1	29	68	1	54	12	125	33	72	3	43	15	35	91	104
791211	3	3	10	12	0	16	0	14	0	17	42	24	0	21	1	4	26	22
791214	16	14	5	1	11	20	2	22	4	9	33	13	0	48	4	37	16	86
791215	52	28	110	0	11	108	11	83	32	109	52	111	1	183	33	76	194	182
791217	36	11	58	4	7	20	11	26	12	45	11	23	0	27	1	53	39	77
791218	7	4	11	1	31	8	0	7	0	16	4	26	0	8	3	15	8	16
791222	6	0	27	0	18	30	0	14	0	7	0	24	0	30	2	1	6	7
791223	94	85	108	5	42	134	6	148	18	167	116	118	8	160	32	68	150	156
791449	0	0	0	1	6	0	0	6	23	0	8	0	0	12	0	0	0	2
791453	41	7	54	5	29	54	6	54	32	173	67	81	0	85	25	69	51	92
791455	80	39	94	1	36	140	4	158	27	292	130	229	0	187	20	115	169	248
791456	0	0	0	0	0	12	1	1	12	7	0	5	0	10	0	25	9	0
791461	32	70	38	0	55	86	13	17	7	65	29	56	3	84	37	33	51	118
791470	0	3	8	0	1	0	0	16	0	14	0	3	5	4	0	1	0	35
791478	73	34	58	2	24	66	38	143	18	98	86	150	0	80	8	52	59	133
791479	22	6	18	0	4	34	2	51	5	72	78	51	10	43	8	44	19	41
791518	0	3	6	3	0	9	0	7	0	13	11	20	0	11	2	7	7	7
791524	1	0	16	0	6	0	0	5	0	14	0	2	0	23	0	0	5	5
791563	0	0	0	0	10	8	0	0	2	14	0	2	0	11	0	0	2	18
791578	28	10	23	7	6	29	0	4	0	8	4	22	0	6	9	10	3	15
791580	45	3	36	2	12	49	10	47	11	39	72	65	0	109	2	30	56	53
791592	23	9	55	0	91	35	0	21	0	30	28	37	0	57	0	45	41	52
791612	77	82	104	13	60	172	11	150	16	158	127	204	20	228	5	115	175	306
791619	6	11	6	0	0	30	0	11	0	15	20	43	0	6	2	9	13	30
791628	0	0	0	0	0	23	0	0	0	0	0	5	0	3	0	5	8	2
791641	1	3	13	0	24	8	5	15	1	15	4	19	0	48	5	11	36	45
791647	35	26	102	14	48	88	26	144	13	197	55	155	4	60	10	46	75	35
791681	33	24	9	19	14	33	9	32	0	44	62	42	0	26	5	69	72	53
791696	28	21	28	7	7	28	1	42	4	28	39	53	0	19	2	35	37	50
791704	4	1	11	1	0	7	0	6	0	9	1	11	0	9	0	5	20	17
791709	89	54	139	33	52	212	16	173	17	235	159	177	8	187	76	138	124	325
791728	22	23	0	0	1	16	0	3	0	20	1	18	0	5	6	24	6	23
791730	3	0	7	0	0	3	0	3	8	1	0	0	0	0	0	0	0	0
791732	46	22	40	0	16	89	5	99	40	135	67	158	0	86	11	48	77	207
791738	0	0	0	1	8	9	0	13	0	7	4	18	3	1	0	4	16	45
791742	241	141	293	39	115	293	39	390	59	588	337	491	12	434	70	372	408	513
791744	146	124	204	74	28	69	11	153	40	197	146	164	4	140	38	106	149	219
791754	10	36	17	3	4	29	5	31	4	59	21	52	9	32	0	18	53	47
791759	1	0	3	0	4	6	0	13	0	2	6	15	0	2	1	4	15	2
791762	10	8	1	0	5	4	0	10	0	11	0	7	0	6	0	0	6	31
791770	60	2	16	1	29	59	2	85	9	78	50	78	2	55	9	33	35	78
791772	53	23	88	31	44	92	10	122	16	159	88	113	16	202	37	139	172	301
791773	49	43	17	0	56	81	11	96	13	102	16	136	4	103	31	82	56	94
791775	3	6	49	0	5	65	2	11	20	36	12	30	0	34	5	18	17	13
791783	24	13	4	0	7	85	6	67	5	52	9	63	0	35	2	21	55	114
791793	14	59	67	12	32	115	0	35	10	171	67	144	0	150	32	65	68	151
791822	56	20	58	21	21	120	25	184	19	136	131	163	8	105	15	123	81	74
791855	254	134	316	49	142	491	48	522	27	429	483	420	0	690	106	271	484	539
791878	36	24	66	9	16	55	10	97	14	125	74	89	3	56	10	32	64	113
791890	40	37	67	33	14	19	0	55	1	74	50	61	0	29	3	30	80	46
791894	46	0	0	0	0	13	0	11	0	30	12	2	0	23	0	10	23	5
791915	0	3	0	0	0	0	15	14	15	7	0	4	0	11	0	5	25	38
791920	123	64	169	23	42	127	31	73	14	192	78	129	5	131	24	117	124	172
791929	1	3	4	0	14	9	2	17	1	36	17	6	0	34	1	0	35	21
791981	6	6	10	0	2	1	4	7	0	6	1	7	0	33	0	0	5	5
791986	23	7	17	7	7	42	2	45	49	90	80	39	0	71	2	60	22	51
791987	19	9	18	1	2	28	0	18	1	32	38	37	0	45	8	12	38	39
791993	8	2	9	0	0	5	0	2	5	17	5	0	0	27	9	1	9	34
791996	7	0	11	0	4	8	9	9	0	5	20	0	0	25	8	20	1	18
791998	93	74	88	18	44	103	4	104	18	175	108	142	13	211	24	58	117	138
791999	1	0	1	1	0	3	0	0	0	8	0	9	0	1	0	6	11	10
792002	2	13	5	0	6	15	0	3	4	36	4	15	0	14	0	4	5	27
792017	33	50	161	11	20	8	10	75	29	115	41	78	3	58	39	24	38	51
792024	15	5	8	0	1	33	0	5	0	18	0	12	0	16	5	2	15	3
792029	17	6	38	15	13	42	6	27	0	34	10	57	0	38	13	16	19	60
792041	6	38	76	0	6	29	6	54	2	103	60	46	0	66	7	19	52	56
792062	1869	1083	1927	298	1175	2309	314	4130	404	4524	1994	3376	37	2982	385	1510	2944	1729
792063	0	5	0	0	0	5	0	3	0	8	0	5	0	4	0	6	0	12
792067	5	0	0	0	0	2	5	9	0	0	0	0	0	9	0	0	2	20
792084	42	41	33	45	12	70	0	74	23	139	25	152	0	101	55	29	52	116
792085	76	48	84	20	40	130	17	76	23	151	74	107	5	87	38	42	141	114
792097	416	108	487	117	259	347	49	395	31	982	274	555	1	328	49	362	501	451
792098	6	0	0	0	4	7	0	5	0	2	10	13	0	11	0	0	5	9
792104	21	4	10	14	2	22	1	40	8	6	14	14	0	39	4	7	1	24
792105	0	14	34	0	0	28	0	7	0	12	4	0	0	0	0	0	5	10
792145	8	13	26	13	13	34	13	32	2	33	28	43	0	31	32	27	28	42
792160	38	1	6	0	0	25	0	8	4	29	27	12	0	46	3	6	49	22
792168	33	12	22	4	2	55	5	39	15	58	23	116	0	46	0	27	45	89
792181	23	13	39	0	11	27	2	30	19	35	16	13	0	31	1	7	12	18
792182	2	3	2	3	0	0	0	8	8	1	0	17	0	33	0	0	0	24
792194	1	0	0	0	3	9	0	12	0	10	0	9	2	2	0	18	10	26
792196	4	0	0	0	0	0	0	12	0	12	1	0	0	1	0	0	4	3
792197	7	8	20	0	28	11	0	32	16	20	34	13	0	25	2	30	17	28
792211	50	86	175	16	53	168	13	152	50	197	171	197	0	173	41	125	115	191
792224	25	55	27	1	12	38	5	62	25	47	65	77	4	47	2	49	53	85
792225	3	1	22	0	0	12	0	5	3	28	9	8	0	35	0	11	5	20
792229	37	5	22	2	5	22	5	28	9	61	25	39	5	58	9	48	22	39
792257	46	52	37	9	69	98	12	71	10	164	99	193	2	116	33	54	141	111
792259	89	33	133	48	42	229	41	174	114	294	157	380	4	202	5	273	228	251
792266	8	0	11	24	21	21	0	24	0	36	17	54	0	66	14	0	7	14
792268	5	0	0	0	0	1	0	4	0	4	1	6	0	3	0	3	1	19
792274	18	10	17	1	28	52	6	33	1	94	51	89	0	22	0	10	50	83
792275	137	100	112	8	83	225	38	223	15	329	162	273	5	221	50	180	152	281
792293	7	10	31	13	0	8	0	35	0	26	32	19	0	11	3	23	22	1
