#NAME	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6
#CLASS:DOSE	1000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	100	100	100	0	0	0
ENSDARG00000098662	0	13	15	2	41	21	38	21	0	3	9	5	9	0	8	29	9	20
ENSDARG00000098663	0	1	1	0	18	10	24	5	5	4	11	0	16	1	1	7	2	11
ENSDARG00000098664	0	7	3	0	5	0	1	0	0	0	0	0	0	0	3	7	0	21
ENSDARG00000098666	0	85	55	27	86	70	110	64	6	38	48	2	127	35	75	227	23	121
ENSDARG00000098667	0	5	0	0	9	4	4	0	0	3	1	0	3	0	4	21	1	26
ENSDARG00000098669	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000098670	0	187	118	42	215	58	88	57	7	61	40	3	86	34	53	227	43	177
ENSDARG00000098671	0	172	168	96	334	165	253	244	88	81	135	23	240	92	141	343	65	241
ENSDARG00000098674	0	37	12	3	77	24	54	20	13	11	20	2	10	13	30	69	25	40
ENSDARG00000098675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098677	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0
ENSDARG00000098679	0	8	6	5	24	5	2	18	0	7	19	0	0	2	20	38	4	20
ENSDARG00000098680	0	170	100	31	175	56	171	110	22	54	106	9	121	50	145	333	33	208
ENSDARG00000098683	0	163	88	43	181	87	110	73	16	57	60	4	69	60	56	201	45	104
ENSDARG00000098686	0	17	10	3	33	33	48	30	1	9	10	3	40	22	41	37	16	19
ENSDARG00000098687	0	11	31	6	21	11	8	3	0	20	7	0	13	12	0	17	9	20
ENSDARG00000098688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000098689	0	121	67	10	123	50	61	56	22	19	50	3	55	18	65	152	23	99
ENSDARG00000098694	0	83	58	48	94	42	88	38	12	33	21	0	65	41	40	152	26	68
ENSDARG00000098695	0	218	121	60	321	170	149	125	10	45	101	5	120	52	88	347	83	164
ENSDARG00000098696	0	85	34	18	154	45	57	78	11	29	58	8	41	12	38	176	26	58
ENSDARG00000098699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSDARG00000098700	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ENSDARG00000098702	0	17	10	2	5	2	9	5	0	1	10	0	10	2	1	13	1	4
ENSDARG00000098706	0	0	0	0	0	0	0	1	0	0	0	0	0	0	45	0	0	2
ENSDARG00000098716	0	1	0	2	4	0	6	2	0	0	0	0	0	0	0	0	0	3
ENSDARG00000098719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098720	0	24	7	7	32	13	30	5	3	9	20	1	11	0	4	56	13	21
ENSDARG00000098721	0	5	0	0	0	2	0	0	0	8	0	0	2	0	0	16	0	13
ENSDARG00000098722	0	17	0	0	6	0	0	0	0	0	1	0	8	0	0	5	0	4
ENSDARG00000098724	0	56	6	10	58	43	30	17	3	11	19	0	35	9	32	91	29	19
ENSDARG00000098726	0	43	59	21	67	26	83	67	0	25	38	6	88	31	46	184	5	139
ENSDARG00000098729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098730	0	22	18	2	38	24	22	9	9	3	23	0	13	26	20	24	4	21
ENSDARG00000098732	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1
ENSDARG00000098733	0	106	76	24	283	89	132	122	12	52	77	7	53	76	56	282	57	100
ENSDARG00000098734	0	37	17	0	30	16	19	17	1	14	5	0	15	10	23	57	7	27
ENSDARG00000098736	0	3	4	0	12	10	1	6	0	4	1	6	0	0	0	16	0	6
ENSDARG00000098738	0	14	0	0	12	5	7	3	1	0	0	0	0	3	11	32	11	16
ENSDARG00000098739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSDARG00000098740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098741	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
ENSDARG00000098742	0	11	3	5	33	6	12	0	0	1	9	0	9	7	2	16	0	11
ENSDARG00000098745	0	1	7	0	9	1	11	7	0	0	0	0	4	5	9	16	10	11
ENSDARG00000098746	0	166	108	47	228	98	114	90	37	66	59	3	69	25	51	247	24	94
ENSDARG00000098747	1	20	58	29	0	33	68	41	0	17	22	1	16	22	60	65	16	57
ENSDARG00000098749	0	27	17	26	27	27	40	27	0	22	15	1	13	27	33	71	20	39
ENSDARG00000098751	0	19	3	1	18	6	10	6	6	3	8	0	11	4	9	26	4	23
ENSDARG00000098752	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000098753	0	212	112	41	305	107	219	80	24	86	116	0	131	77	132	307	51	199
ENSDARG00000098754	0	0	0	6	17	8	3	8	0	9	19	0	0	1	10	29	6	5
ENSDARG00000098758	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
ENSDARG00000098761	0	8	3	0	1	1	0	4	0	1	0	1	2	0	2	3	0	5
ENSDARG00000098764	0	77	20	12	114	7	45	18	0	22	12	5	30	7	50	66	10	9
ENSDARG00000098766	0	575	242	174	860	319	477	359	108	201	277	43	356	157	326	1253	160	629
ENSDARG00000098767	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
ENSDARG00000098769	0	60	29	18	123	87	102	102	22	20	35	0	85	23	31	192	43	76
ENSDARG00000098771	0	0	11	0	23	0	1	0	0	0	14	0	0	0	17	6	12	3
ENSDARG00000098772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098774	0	0	3	1	0	2	0	13	0	0	0	0	2	2	0	1	0	1
ENSDARG00000098776	0	6	0	1	0	13	0	16	0	0	5	0	0	15	0	9	4	15
ENSDARG00000098777	0	218	160	106	338	147	296	218	31	122	220	4	212	58	117	580	114	262
ENSDARG00000098779	0	17	0	6	9	1	9	4	0	0	5	0	3	0	1	14	0	7
ENSDARG00000098780	0	3	6	4	25	7	12	10	0	2	4	1	3	0	8	18	1	9
ENSDARG00000098782	3	37	18	4	45	13	25	6	2	16	13	0	24	8	30	57	2	21
ENSDARG00000098783	1	277	161	48	329	133	228	99	15	121	76	5	153	92	106	442	86	179
ENSDARG00000098785	0	39	27	5	81	43	62	31	4	28	28	0	39	12	33	55	10	49
ENSDARG00000098786	0	1	4	3	15	10	2	4	4	0	0	0	5	8	3	22	2	13
ENSDARG00000098787	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSDARG00000098788	0	869	458	207	1182	493	644	467	164	360	439	66	584	367	680	1809	270	1160
ENSDARG00000098790	0	2	0	5	6	10	11	1	4	4	0	0	2	8	6	23	13	17
ENSDARG00000098791	0	89	39	18	114	33	78	44	17	21	29	3	59	25	39	98	18	77
ENSDARG00000098792	0	2	12	2	6	6	7	4	1	1	18	0	3	0	7	15	0	2
ENSDARG00000098793	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098798	0	9	4	6	16	0	13	0	0	0	9	0	4	6	4	10	1	0
ENSDARG00000098799	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098800	0	24	20	3	43	11	45	14	0	24	11	1	4	3	12	25	7	39
ENSDARG00000098801	0	170	110	65	354	106	208	130	36	115	171	11	202	94	140	447	87	254
ENSDARG00000098802	0	91	62	19	141	75	103	66	17	58	47	11	90	23	85	241	35	149
ENSDARG00000098803	0	0	8	1	23	6	17	5	1	0	1	0	0	2	24	21	2	7
ENSDARG00000098805	0	329	198	49	451	172	189	231	39	94	92	13	244	140	137	366	97	236
ENSDARG00000098809	0	272	136	48	375	138	240	45	29	123	107	12	148	99	136	469	162	204
ENSDARG00000098810	0	10	41	6	44	20	18	27	5	11	10	4	6	4	7	31	17	30
ENSDARG00000098811	0	11	17	2	30	11	18	0	0	0	8	0	6	1	7	16	6	14
ENSDARG00000098813	0	213	101	61	355	71	166	168	18	34	134	8	44	57	86	345	53	161
ENSDARG00000098816	0	18	17	8	45	8	18	8	1	10	5	0	7	1	12	33	6	14
ENSDARG00000098817	0	31	26	11	23	15	37	10	3	18	15	0	50	11	11	84	15	48
ENSDARG00000098818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSDARG00000098820	0	20	30	15	77	13	37	44	5	3	32	5	17	12	19	96	23	50
ENSDARG00000098821	0	85	37	8	102	29	75	27	1	13	53	2	142	17	102	142	29	75
ENSDARG00000098822	0	77	104	48	216	70	129	62	14	28	65	3	77	54	84	219	52	179
ENSDARG00000098823	0	36	29	8	80	25	26	22	5	18	11	6	30	18	11	59	7	41
ENSDARG00000098824	0	8	6	4	13	17	11	3	5	5	2	0	24	0	15	22	1	1
ENSDARG00000098825	0	145	83	26	159	59	58	70	7	48	71	4	89	55	41	139	30	126
ENSDARG00000098826	0	79	47	12	176	42	100	41	9	22	41	6	97	23	40	173	27	53
ENSDARG00000098831	0	103	36	27	87	45	72	43	6	10	14	1	63	31	27	189	23	95
ENSDARG00000098832	0	85	86	9	203	42	78	17	5	39	65	0	20	33	86	128	39	113
ENSDARG00000098834	0	24	16	4	73	30	12	22	6	47	8	0	15	6	10	55	6	49
ENSDARG00000098837	0	62	14	4	16	21	17	41	0	0	10	0	24	1	0	45	6	9
ENSDARG00000098838	0	23	38	1	17	0	4	1	7	0	5	2	2	7	3	11	0	21
ENSDARG00000098841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSDARG00000098843	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3
ENSDARG00000098845	0	88	76	66	196	56	131	55	12	65	63	7	114	78	121	248	59	144
ENSDARG00000098849	0	16	0	0	10	1	2	4	0	1	0	0	0	0	0	4	2	6
ENSDARG00000098851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098852	0	13	4	2	11	8	16	5	4	3	4	0	3	2	9	26	0	5
ENSDARG00000098853	0	245	176	75	304	171	219	237	72	113	172	15	181	68	143	549	79	223
ENSDARG00000098855	0	4	6	1	13	15	20	8	0	17	8	0	11	3	4	13	0	16
ENSDARG00000098856	0	247	151	86	370	107	178	83	31	56	85	8	129	83	129	490	144	122
ENSDARG00000098857	0	272	143	40	367	161	158	106	37	96	112	10	130	100	97	346	106	288
ENSDARG00000098859	0	134	38	25	166	57	89	78	13	44	20	3	77	38	101	155	34	97
ENSDARG00000098860	0	43	12	4	56	5	6	27	0	10	11	0	2	15	2	32	5	20
ENSDARG00000098861	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000098862	0	0	0	0	15	0	0	8	0	0	1	0	0	0	1	1	0	0
ENSDARG00000098865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098867	0	19	47	5	63	27	30	51	5	12	32	2	40	15	27	58	11	35
ENSDARG00000098868	0	12	40	0	43	35	25	9	8	11	30	0	26	16	17	44	5	23
ENSDARG00000098871	0	66	41	6	56	13	40	35	0	11	6	0	10	7	31	62	11	36
ENSDARG00000098874	0	32	92	0	110	26	29	10	0	60	31	0	21	12	79	102	17	12
ENSDARG00000098876	0	7	5	0	7	0	3	2	0	0	3	0	8	0	2	19	3	12
ENSDARG00000098879	0	23	3	8	0	0	14	11	0	0	5	0	0	12	8	16	0	0
ENSDARG00000098880	3	1207	828	293	2050	1263	973	693	194	493	742	47	1545	536	910	3218	925	1901
ENSDARG00000098881	0	4	1	0	0	5	2	0	0	0	0	0	2	7	0	2	0	0
ENSDARG00000098883	1	136	76	16	383	104	93	73	45	97	125	29	111	48	82	208	25	196
ENSDARG00000098888	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSDARG00000098889	0	6	5	3	8	4	4	2	0	9	1	0	0	0	3	24	0	8
ENSDARG00000098890	0	8	3	1	1	0	13	1	0	1	0	0	2	1	1	18	0	3
ENSDARG00000098892	0	0	0	0	0	1	0	9	0	0	5	0	1	0	4	5	0	0
ENSDARG00000098897	0	429	294	66	624	259	290	170	70	131	224	19	240	160	285	714	162	414
ENSDARG00000098898	0	4	20	0	57	9	19	118	7	11	9	0	7	14	13	50	14	32
ENSDARG00000098899	0	12	7	0	19	7	10	12	0	12	10	0	14	2	8	29	0	15
ENSDARG00000098901	0	1	1	0	13	4	3	1	0	0	7	0	3	0	0	0	0	3
ENSDARG00000098902	0	8	15	0	0	2	0	8	0	0	1	0	3	12	6	9	5	10
ENSDARG00000098903	0	116	85	47	249	53	92	75	20	22	34	0	104	45	74	187	28	67
ENSDARG00000098904	0	68	9	3	32	27	20	21	1	7	16	0	4	13	2	81	3	23
ENSDARG00000098906	0	35	32	1	32	27	35	3	0	5	0	2	17	2	5	57	11	21
ENSDARG00000098907	0	53	25	11	60	16	44	45	1	19	18	6	24	30	31	114	19	46
ENSDARG00000098909	0	24	30	1	23	1	9	3	6	4	13	4	34	4	34	49	4	4
ENSDARG00000098911	0	31	37	8	45	2	32	19	3	8	20	0	14	2	10	54	20	21
ENSDARG00000098913	0	0	11	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000098915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098916	0	170	104	23	84	25	64	42	28	69	27	0	69	45	84	191	29	137
ENSDARG00000098918	0	6	8	1	0	0	5	7	0	0	0	0	0	0	6	2	6	0
ENSDARG00000098919	0	55	59	26	139	40	82	64	15	35	54	6	40	42	53	126	29	111
ENSDARG00000098923	0	8	13	3	16	9	21	16	19	3	1	4	2	6	0	56	0	14
ENSDARG00000098924	0	102	53	12	108	40	133	135	11	23	52	0	93	18	70	223	23	109
ENSDARG00000098925	0	19	21	13	46	16	8	0	11	9	8	2	8	7	15	75	6	18
ENSDARG00000098928	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	3	0	7
ENSDARG00000098929	0	8	1	0	2	1	9	7	0	0	8	0	2	4	4	15	3	1
ENSDARG00000098932	0	80	43	35	159	81	90	85	6	24	44	3	48	37	29	273	29	84
ENSDARG00000098934	0	20	11	3	48	23	31	15	0	12	7	5	25	11	27	51	6	17
ENSDARG00000098935	0	19	21	8	60	19	34	21	4	11	22	0	52	3	10	55	19	77
ENSDARG00000098936	0	371	257	84	580	171	291	117	20	110	185	13	183	104	208	511	100	326
ENSDARG00000098937	0	1	15	0	25	5	22	0	4	9	2	0	7	5	12	33	6	3
ENSDARG00000098938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098942	0	13	10	13	29	14	8	8	0	0	4	3	11	1	5	59	3	26
ENSDARG00000098944	0	1	2	0	2	0	3	3	1	3	0	0	1	1	0	12	0	0
ENSDARG00000098946	0	62	43	21	64	35	47	25	0	27	19	3	52	29	41	112	17	77
ENSDARG00000098949	0	18	20	5	43	25	28	23	4	1	11	2	23	4	24	49	12	36
ENSDARG00000098950	0	6	0	1	6	1	3	7	1	0	0	0	2	8	0	4	1	0
ENSDARG00000098952	0	17	11	2	9	2	6	11	0	2	5	0	11	0	7	15	1	10
ENSDARG00000098954	0	143	130	32	122	45	141	179	10	85	65	5	74	42	70	416	18	157
ENSDARG00000098955	0	167	110	37	352	78	214	129	27	56	155	25	111	33	117	284	66	173
ENSDARG00000098958	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0
ENSDARG00000098959	0	19	2	1	35	18	22	33	23	10	7	1	23	12	13	47	9	14
ENSDARG00000098963	0	12	22	10	46	30	21	9	4	0	14	0	14	4	17	37	8	9
ENSDARG00000098965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098966	0	0	0	0	5	5	1	8	0	3	0	1	3	1	3	13	1	0
ENSDARG00000098967	0	323	216	101	443	140	294	198	37	94	160	12	241	91	179	588	109	276
ENSDARG00000098968	0	37	33	22	71	21	68	37	10	12	50	0	47	46	39	113	4	72
ENSDARG00000098970	0	60	22	6	58	23	6	11	5	14	6	0	14	2	24	61	6	67
ENSDARG00000098972	0	15	6	2	5	12	5	13	2	2	8	0	21	7	7	2	4	23
ENSDARG00000098976	0	0	1	0	6	5	7	0	0	0	3	0	3	0	2	7	0	0
ENSDARG00000098979	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098980	0	5	16	1	27	23	21	7	11	2	15	3	7	5	7	47	6	5
ENSDARG00000098983	0	13	4	1	39	2	3	6	0	0	0	0	3	14	0	15	0	15
ENSDARG00000098984	0	43	27	9	101	15	35	32	17	10	18	1	28	6	43	73	17	35
ENSDARG00000098986	0	4	0	0	0	5	2	9	0	3	0	0	8	2	4	5	0	6
ENSDARG00000098987	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098988	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	4	0
ENSDARG00000098989	0	32	10	3	15	19	13	7	3	6	1	0	4	3	9	30	4	19
ENSDARG00000098991	0	12	5	0	0	0	1	1	0	0	0	0	0	3	9	10	3	0
ENSDARG00000098992	0	5	1	3	15	24	15	1	0	1	6	0	4	7	5	11	0	11
ENSDARG00000098994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098995	0	55	1	3	13	13	22	8	0	2	20	0	18	0	5	3	8	13
ENSDARG00000098999	0	35	34	2	34	30	56	37	13	9	30	0	42	9	66	103	13	42
ENSDARG00000099002	0	4	1	0	8	4	20	3	0	0	1	0	12	0	2	29	2	15
ENSDARG00000099003	0	78	102	15	115	38	98	42	1	24	35	0	55	19	67	102	32	78
ENSDARG00000099004	0	156	85	27	205	92	126	23	19	70	71	1	68	44	98	159	64	113
ENSDARG00000099005	0	26	76	2	95	50	8	3	9	70	31	0	21	10	9	44	8	19
ENSDARG00000099006	0	16	18	0	10	11	1	16	10	0	5	0	4	0	6	36	1	25
ENSDARG00000099008	0	9	30	1	39	8	9	18	0	12	16	0	9	5	4	33	0	16
ENSDARG00000099009	0	4	4	0	9	0	3	1	0	0	11	2	0	0	1	6	0	0
ENSDARG00000099014	0	52	36	19	80	40	110	32	14	30	46	3	67	20	27	166	16	95
ENSDARG00000099015	0	2	4	11	27	8	14	10	1	6	12	0	12	1	9	10	0	14
ENSDARG00000099021	0	173	126	7	249	110	113	47	22	172	87	4	121	39	85	402	31	216
ENSDARG00000099022	0	496	263	103	646	257	383	149	53	83	191	12	298	133	164	678	118	320
ENSDARG00000099023	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000099024	0	22	36	3	13	13	25	17	0	10	0	0	44	6	0	41	0	19
ENSDARG00000099025	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099026	0	22	3	9	29	5	30	6	2	7	21	0	10	15	14	34	5	28
ENSDARG00000099027	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099031	0	80	82	10	126	36	42	49	1	31	32	4	60	26	44	132	35	74
ENSDARG00000099032	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099034	0	55	18	8	63	19	26	31	4	7	28	0	42	19	36	62	6	33
ENSDARG00000099035	0	82	115	49	49	0	174	0	10	31	29	31	16	0	108	31	50	18
ENSDARG00000099038	0	7	3	3	15	3	9	0	0	0	0	0	4	5	10	5	10	8
ENSDARG00000099039	0	323	226	35	354	156	217	141	43	65	104	13	157	86	156	439	73	227
ENSDARG00000099042	0	0	0	3	1	0	8	0	0	0	3	0	0	0	0	0	0	4
ENSDARG00000099045	0	82	44	33	113	50	79	16	12	29	6	5	50	32	35	181	42	54
ENSDARG00000099046	0	0	0	0	21	1	8	0	0	0	0	0	0	0	3	5	0	5
ENSDARG00000099048	0	0	0	1	7	2	4	0	0	0	0	0	11	0	0	0	6	0
ENSDARG00000099049	0	17	13	8	21	12	16	22	2	17	14	0	13	8	6	77	4	31
ENSDARG00000099052	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ENSDARG00000099056	0	47	23	11	24	37	25	11	0	13	11	0	18	7	30	54	15	21
ENSDARG00000099058	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000099060	0	3	0	0	4	0	1	0	0	0	0	0	7	0	0	3	0	0
ENSDARG00000099061	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	2	0	0
ENSDARG00000099064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099069	0	16	14	3	21	5	19	0	0	1	10	4	1	1	24	31	12	17
ENSDARG00000099070	0	2	0	0	5	0	0	0	0	0	0	0	1	1	0	6	4	5
ENSDARG00000099073	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	0
ENSDARG00000099074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSDARG00000099078	0	78	48	39	108	66	76	55	9	47	52	0	56	22	39	119	14	131
ENSDARG00000099079	0	196	128	34	284	136	222	122	20	52	47	14	110	59	103	315	69	229
ENSDARG00000099080	0	174	171	56	253	74	129	163	28	30	101	4	118	65	104	391	63	168
ENSDARG00000099084	0	85	40	7	129	35	71	24	10	39	41	2	54	19	66	119	30	84
ENSDARG00000099088	0	39	50	8	48	25	45	28	25	22	42	8	20	12	30	100	34	28
ENSDARG00000099090	0	9	2	0	6	6	5	13	0	6	1	0	4	0	3	4	2	7
ENSDARG00000099092	0	30	16	8	17	5	30	12	0	2	22	0	13	19	38	47	7	31
ENSDARG00000099093	0	445	224	108	594	261	371	300	43	207	258	10	266	153	253	833	202	425
ENSDARG00000099096	1	37	29	15	52	39	32	23	13	19	27	1	17	15	44	67	10	33
ENSDARG00000099098	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSDARG00000099101	0	287	104	88	231	166	165	150	22	110	131	5	69	41	61	261	71	240
ENSDARG00000099104	0	533	265	158	694	389	558	320	91	188	209	11	405	196	269	977	201	528
ENSDARG00000099106	0	109	61	25	147	92	72	42	10	47	33	0	48	65	51	161	26	45
ENSDARG00000099108	0	10	16	2	32	21	16	8	10	0	3	0	21	5	8	43	1	12
ENSDARG00000099111	0	54	60	11	112	56	65	81	6	15	23	5	74	30	68	137	11	47
ENSDARG00000099112	0	79	8	7	28	7	11	37	0	5	26	0	31	18	2	51	0	0
ENSDARG00000099113	0	62	40	20	46	44	40	29	9	13	61	2	44	15	37	121	19	40
ENSDARG00000099116	0	14	8	5	12	21	9	8	6	6	7	0	47	13	1	26	3	25
ENSDARG00000099117	0	1	4	1	24	14	20	3	0	2	8	0	3	1	6	31	0	21
ENSDARG00000099118	0	13	45	3	71	61	41	53	0	18	22	0	41	30	46	116	15	47
ENSDARG00000099121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSDARG00000099122	0	16	19	0	22	10	5	3	5	3	2	1	13	6	9	24	2	1
ENSDARG00000099123	0	33	18	8	39	12	3	6	1	3	1	1	17	7	7	47	9	31
ENSDARG00000099124	0	25	10	1	45	10	27	23	0	21	20	0	2	2	35	14	5	16
ENSDARG00000099129	0	9	6	0	15	8	24	8	0	2	8	0	14	5	7	12	4	24
ENSDARG00000099133	0	41	4	6	23	32	10	11	0	5	0	1	24	19	11	73	5	18
ENSDARG00000099137	0	171	115	97	184	119	142	80	45	101	97	0	95	37	80	349	50	185
ENSDARG00000099138	0	0	0	0	1	0	0	0	0	0	3	0	3	3	0	17	0	0
ENSDARG00000099139	0	86	73	33	96	43	50	64	10	45	27	0	28	50	36	116	45	77
ENSDARG00000099140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099143	0	158	99	40	199	78	147	94	49	64	107	0	105	36	76	204	56	282
ENSDARG00000099144	0	206	130	56	271	136	179	152	12	97	114	4	138	80	149	389	95	240
ENSDARG00000099148	0	113	83	37	177	89	123	90	23	28	57	14	76	24	103	165	42	123
ENSDARG00000099149	0	12	5	0	21	4	10	0	6	20	0	0	0	0	12	23	0	12
ENSDARG00000099151	1	146	42	41	201	79	114	53	19	34	17	7	118	41	72	147	45	155
ENSDARG00000099152	0	1	2	0	0	3	11	1	0	0	11	0	0	0	0	7	0	0
ENSDARG00000099154	0	112	49	30	122	74	104	59	1	38	100	2	74	67	74	131	64	128
ENSDARG00000099155	0	1	2	2	1	3	7	2	0	0	2	0	5	0	10	4	1	2
ENSDARG00000099156	0	49	15	7	46	2	29	19	2	2	22	0	17	18	16	95	6	14
ENSDARG00000099159	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0
ENSDARG00000099161	0	5	8	0	4	0	5	0	0	0	4	0	0	0	0	0	2	0
ENSDARG00000099164	0	13	17	0	33	23	18	13	18	1	4	0	1	2	6	39	15	11
ENSDARG00000099168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSDARG00000099169	0	3	4	0	1	5	9	0	0	0	0	0	0	5	1	2	1	11
ENSDARG00000099170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099172	0	12	6	0	23	3	11	3	0	0	13	0	7	1	21	23	3	15
ENSDARG00000099173	0	7	0	0	18	0	10	8	2	10	4	0	0	1	1	37	3	10
ENSDARG00000099174	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7
ENSDARG00000099175	0	187	105	28	259	70	83	71	19	31	81	7	67	41	83	266	92	267
ENSDARG00000099177	0	18	22	11	29	36	20	29	1	15	7	0	20	9	11	74	8	21
ENSDARG00000099178	0	36	14	0	21	50	20	6	3	15	0	0	19	1	11	20	7	25
ENSDARG00000099181	0	5	2	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099182	0	20	24	3	44	12	9	4	8	0	10	0	6	24	16	32	1	12
ENSDARG00000099183	0	6	6	5	22	5	4	13	6	3	10	4	4	7	0	28	7	6
ENSDARG00000099184	0	352	215	95	487	172	259	172	53	104	237	14	174	134	182	500	108	319
ENSDARG00000099185	0	1721	1027	249	1817	911	1412	891	182	279	658	43	1125	547	680	2782	354	1003
ENSDARG00000099186	0	212	88	65	234	131	203	126	83	108	87	2	109	93	111	324	85	192
ENSDARG00000099187	0	1	3	2	33	15	11	9	0	0	5	0	11	0	9	7	0	0
ENSDARG00000099194	0	114	85	33	168	68	74	70	17	46	60	0	71	57	111	138	68	136
ENSDARG00000099195	0	18	7	0	2	12	10	13	0	3	3	0	7	2	3	17	0	7
ENSDARG00000099196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099197	17	44835	25875	9441	64644	26817	29471	15719	4561	13504	15378	1182	28657	15626	17795	58223	14205	44056
ENSDARG00000099198	0	0	0	0	0	0	0	0	0	3	2	0	7	0	0	9	0	0
ENSDARG00000099199	0	132	59	33	192	37	107	51	8	29	61	6	64	30	62	179	22	119
ENSDARG00000099200	0	981	558	140	1086	528	679	461	85	256	433	24	803	305	497	1224	201	897
