TXID,GENEID,GENENAME,BIOTYPE,Malathion_0.001_B
ENSDART00000167764,ENSDARG00000099846,si:ch211-154o6.3,protein_coding,186
ENSDART00000172504,ENSDARG00000099846,si:ch211-154o6.3,protein_coding,186
ENSDART00000162371,ENSDARG00000099846,si:ch211-154o6.3,protein_coding,186
ENSDART00000165281,ENSDARG00000099846,si:ch211-154o6.3,protein_coding,186
ENSDART00000181036,ENSDARG00000099846,si:ch211-154o6.3,protein_coding,186
ENSDART00000172171,ENSDARG00000099849,ebf3a,protein_coding,258
ENSDART00000163465,ENSDARG00000099849,ebf3a,protein_coding,258
ENSDART00000164974,ENSDARG00000099849,ebf3a,protein_coding,258
ENSDART00000170631,ENSDARG00000099849,ebf3a,protein_coding,258
ENSDART00000158634,ENSDARG00000099849,ebf3a,protein_coding,258
ENSDART00000171353,ENSDARG00000099850,iqsec3a,protein_coding,443
ENSDART00000160652,ENSDARG00000099850,iqsec3a,protein_coding,443
ENSDART00000191030,ENSDARG00000099850,iqsec3a,protein_coding,443
ENSDART00000165158,ENSDARG00000099850,iqsec3a,protein_coding,443
ENSDART00000183575,ENSDARG00000099850,iqsec3a,protein_coding,443
ENSDART00000186113,ENSDARG00000099850,iqsec3a,protein_coding,443
ENSDART00000186764,ENSDARG00000099850,iqsec3a,protein_coding,443
ENSDART00000163575,ENSDARG00000099851,GPR180,protein_coding,15
ENSDART00000166645,ENSDARG00000099854,HTR7,protein_coding,7
ENSDART00000162854,ENSDARG00000099860,pkmb,protein_coding,6082
ENSDART00000180752,ENSDARG00000099860,pkmb,protein_coding,6082
ENSDART00000174241,ENSDARG00000099864,si:ch73-170d6.2,protein_coding,23
ENSDART00000165749,ENSDARG00000099864,si:ch73-170d6.2,protein_coding,23
ENSDART00000160585,ENSDARG00000099865,hnrnpabb,protein_coding,1922
ENSDART00000168163,ENSDARG00000099865,hnrnpabb,protein_coding,1922
ENSDART00000164660,ENSDARG00000099867,si:ch73-103b2.1,protein_coding,46
ENSDART00000169111,ENSDARG00000099870,tnni4a,protein_coding,58
ENSDART00000163817,ENSDARG00000099870,tnni4a,protein_coding,58
ENSDART00000158133,ENSDARG00000099870,tnni4a,protein_coding,58
ENSDART00000160708,ENSDARG00000099870,tnni4a,protein_coding,58
ENSDART00000187823,ENSDARG00000099870,tnni4a,protein_coding,58
ENSDART00000186395,ENSDARG00000099870,tnni4a,protein_coding,58
ENSDART00000166980,ENSDARG00000099871,myo7aa,protein_coding,194
ENSDART00000158508,ENSDARG00000099871,myo7aa,protein_coding,194
ENSDART00000174975,ENSDARG00000099871,myo7aa,protein_coding,194
ENSDART00000162012,ENSDARG00000099873,zgc:163083,protein_coding,76
ENSDART00000159560,ENSDARG00000099874,agap2,protein_coding,249
ENSDART00000172003,ENSDARG00000099877,si:dkeyp-72e1.6,protein_coding,88
ENSDART00000166821,ENSDARG00000099880,sp6,protein_coding,17
ENSDART00000166354,ENSDARG00000099880,sp6,protein_coding,17
ENSDART00000168979,ENSDARG00000099885,trim105,protein_coding,175
ENSDART00000168075,ENSDARG00000099885,trim105,protein_coding,175
ENSDART00000168368,ENSDARG00000099887,si:ch211-25d12.7,protein_coding,0
ENSDART00000166021,ENSDARG00000099888,snn,protein_coding,89
ENSDART00000186816,ENSDARG00000099888,snn,protein_coding,89
ENSDART00000167359,ENSDARG00000099889,dusp27,protein_coding,1061
ENSDART00000157567,ENSDARG00000099890,CU207221.2,protein_coding,7
ENSDART00000171318,ENSDARG00000099891,si:ch211-57n23.1,protein_coding,22
ENSDART00000172311,ENSDARG00000099891,si:ch211-57n23.1,protein_coding,22
ENSDART00000171352,ENSDARG00000099898,si:ch211-27e6.1,protein_coding,4
ENSDART00000159602,ENSDARG00000099899,si:dkeyp-51g9.4,protein_coding,12
ENSDART00000161265,ENSDARG00000099900,twnk,protein_coding,156
ENSDART00000191385,ENSDARG00000099900,twnk,protein_coding,156
ENSDART00000169804,ENSDARG00000099902,il17rc,protein_coding,349
ENSDART00000160078,ENSDARG00000099902,il17rc,protein_coding,349
ENSDART00000170209,ENSDARG00000099902,il17rc,protein_coding,349
ENSDART00000184691,ENSDARG00000099902,il17rc,protein_coding,349
ENSDART00000164635,ENSDARG00000099903,si:ch211-193l2.10,protein_coding,8
ENSDART00000164969,ENSDARG00000099908,MTFP1,protein_coding,121
ENSDART00000108511,ENSDARG00000099910,si:ch211-208f21.3,protein_coding,0
ENSDART00000168683,ENSDARG00000099911,lrrc8c,protein_coding,233
ENSDART00000172191,ENSDARG00000099913,snrnp35,protein_coding,40
ENSDART00000167218,ENSDARG00000099915,p2ry2.1,protein_coding,6
ENSDART00000164147,ENSDARG00000099915,p2ry2.1,protein_coding,6
ENSDART00000158237,ENSDARG00000099917,znf1005,protein_coding,38
ENSDART00000178736,ENSDARG00000099917,znf1005,protein_coding,38
ENSDART00000162519,ENSDARG00000099917,znf1005,protein_coding,38
ENSDART00000163513,ENSDARG00000099918,arl4aa,protein_coding,138
ENSDART00000083397,ENSDARG00000099920,zgc:163040,protein_coding,2
ENSDART00000173340,ENSDARG00000099921,tbce,protein_coding,79
ENSDART00000172258,ENSDARG00000099921,tbce,protein_coding,79
ENSDART00000172932,ENSDARG00000099921,tbce,protein_coding,79
ENSDART00000171471,ENSDARG00000099921,tbce,protein_coding,79
ENSDART00000171837,ENSDARG00000099921,tbce,protein_coding,79
ENSDART00000173366,ENSDARG00000099921,tbce,protein_coding,79
ENSDART00000173224,ENSDARG00000099921,tbce,protein_coding,79
ENSDART00000160639,ENSDARG00000099921,tbce,protein_coding,79
ENSDART00000173240,ENSDARG00000099923,zgc:154054,protein_coding,221
ENSDART00000165323,ENSDARG00000099923,zgc:154054,protein_coding,221
ENSDART00000167810,ENSDARG00000099923,zgc:154054,protein_coding,221
ENSDART00000170732,ENSDARG00000099926,si:dkey-26m3.1,protein_coding,0
ENSDART00000164028,ENSDARG00000099927,dpf1,protein_coding,87
ENSDART00000160675,ENSDARG00000099927,dpf1,protein_coding,87
ENSDART00000171642,ENSDARG00000099927,dpf1,protein_coding,87
ENSDART00000168718,ENSDARG00000099928,chrm5a,protein_coding,7
ENSDART00000167886,ENSDARG00000099930,col27a1b,protein_coding,61
ENSDART00000164649,ENSDARG00000099930,col27a1b,protein_coding,61
ENSDART00000170839,ENSDARG00000099931,pcdh1g26,protein_coding,784
ENSDART00000167219,ENSDARG00000099931,pcdh1g26,protein_coding,784
ENSDART00000185851,ENSDARG00000099931,pcdh1g26,protein_coding,784
ENSDART00000168616,ENSDARG00000099933,ppa1a,protein_coding,63
ENSDART00000172485,ENSDARG00000099936,nlrc3l,protein_coding,128
ENSDART00000186320,ENSDARG00000099936,nlrc3l,protein_coding,128
ENSDART00000161255,ENSDARG00000099937,CABZ01112864.1,protein_coding,3
ENSDART00000163362,ENSDARG00000099938,pigrl3.5,protein_coding,0
ENSDART00000160262,ENSDARG00000099938,pigrl3.5,protein_coding,0
ENSDART00000166871,ENSDARG00000099938,pigrl3.5,protein_coding,0
ENSDART00000167990,ENSDARG00000099943,mapre2,protein_coding,657
ENSDART00000165199,ENSDARG00000099943,mapre2,protein_coding,657
ENSDART00000166567,ENSDARG00000099943,mapre2,protein_coding,657
ENSDART00000174312,ENSDARG00000099945,CU467646.5,protein_coding,37
ENSDART00000164691,ENSDARG00000099946,fam189a2,protein_coding,137
ENSDART00000169307,ENSDARG00000099946,fam189a2,protein_coding,137
ENSDART00000190162,ENSDARG00000099946,fam189a2,protein_coding,137
ENSDART00000166720,ENSDARG00000099947,CABZ01109019.1,protein_coding,5
ENSDART00000160342,ENSDARG00000099948,si:ch211-209f23.7,protein_coding,0
ENSDART00000159328,ENSDARG00000099949,FP236551.1,protein_coding,1
ENSDART00000075785,ENSDARG00000099950,cldn17,protein_coding,7
ENSDART00000164163,ENSDARG00000099953,PRLHR,protein_coding,21
ENSDART00000160286,ENSDARG00000099953,PRLHR,protein_coding,21
ENSDART00000171525,ENSDARG00000099954,plekhm1,protein_coding,320
ENSDART00000159986,ENSDARG00000099954,plekhm1,protein_coding,320
ENSDART00000174155,ENSDARG00000099958,BX957318.1,protein_coding,4
ENSDART00000164391,ENSDARG00000099958,BX957318.1,protein_coding,4
ENSDART00000171543,ENSDARG00000099959,smyhc1,protein_coding,8716
ENSDART00000169315,ENSDARG00000099959,smyhc1,protein_coding,8716
ENSDART00000166073,ENSDARG00000099960,elovl1a,protein_coding,60
ENSDART00000161095,ENSDARG00000099960,elovl1a,protein_coding,60
ENSDART00000163137,ENSDARG00000099960,elovl1a,protein_coding,60
ENSDART00000162302,ENSDARG00000099961,bnip3,protein_coding,236
ENSDART00000165220,ENSDARG00000099963,si:dkey-27n6.1,protein_coding,59
ENSDART00000163688,ENSDARG00000099965,FP085428.1,protein_coding,27
ENSDART00000172066,ENSDARG00000099966,polr2a,protein_coding,2429
ENSDART00000162482,ENSDARG00000099969,zgc:152863,protein_coding,46
ENSDART00000171677,ENSDARG00000099972,nup153,protein_coding,521
ENSDART00000167185,ENSDARG00000099972,nup153,protein_coding,521
ENSDART00000163815,ENSDARG00000099972,nup153,protein_coding,521
ENSDART00000170409,ENSDARG00000099972,nup153,protein_coding,521
ENSDART00000172521,ENSDARG00000099972,nup153,protein_coding,521
ENSDART00000172450,ENSDARG00000099973,mia2,protein_coding,432
ENSDART00000158081,ENSDARG00000099973,mia2,protein_coding,432
ENSDART00000170255,ENSDARG00000099973,mia2,protein_coding,432
ENSDART00000188311,ENSDARG00000099973,mia2,protein_coding,432
ENSDART00000193428,ENSDARG00000099973,mia2,protein_coding,432
ENSDART00000159598,ENSDARG00000099973,mia2,protein_coding,432
ENSDART00000171135,ENSDARG00000099974,ldb3b,protein_coding,4979
ENSDART00000168825,ENSDARG00000099974,ldb3b,protein_coding,4979
ENSDART00000171212,ENSDARG00000099974,ldb3b,protein_coding,4979
ENSDART00000158215,ENSDARG00000099974,ldb3b,protein_coding,4979
ENSDART00000170265,ENSDARG00000099974,ldb3b,protein_coding,4979
ENSDART00000171206,ENSDARG00000099974,ldb3b,protein_coding,4979
ENSDART00000186779,ENSDARG00000099974,ldb3b,protein_coding,4979
ENSDART00000182956,ENSDARG00000099974,ldb3b,protein_coding,4979
ENSDART00000167482,ENSDARG00000099979,tgfbr3,protein_coding,140
ENSDART00000185461,ENSDARG00000099979,tgfbr3,protein_coding,140
ENSDART00000172517,ENSDARG00000099980,bpifcl,protein_coding,16
ENSDART00000164365,ENSDARG00000099980,bpifcl,protein_coding,16
ENSDART00000164012,ENSDARG00000099980,bpifcl,protein_coding,16
ENSDART00000170601,ENSDARG00000099981,si:ch1073-228h2.2,protein_coding,22
ENSDART00000167362,ENSDARG00000099982,ccl39.7,protein_coding,11
ENSDART00000160217,ENSDARG00000099982,ccl39.7,protein_coding,11
ENSDART00000163963,ENSDARG00000099984,CABZ01023255.1,protein_coding,29
ENSDART00000162953,ENSDARG00000099985,ccn1l2,protein_coding,100
ENSDART00000160622,ENSDARG00000099986,si:ch211-207i20.2,protein_coding,27
ENSDART00000161423,ENSDARG00000099989,creld1a,protein_coding,47
ENSDART00000188946,ENSDARG00000099989,creld1a,protein_coding,47
ENSDART00000158344,ENSDARG00000099995,apbb2b,protein_coding,446
ENSDART00000164661,ENSDARG00000099995,apbb2b,protein_coding,446
ENSDART00000170396,ENSDARG00000099995,apbb2b,protein_coding,446
ENSDART00000161573,ENSDARG00000099995,apbb2b,protein_coding,446
ENSDART00000162673,ENSDARG00000099996,rhot1a,protein_coding,403
ENSDART00000157648,ENSDARG00000099996,rhot1a,protein_coding,403
ENSDART00000172337,ENSDARG00000099996,rhot1a,protein_coding,403
ENSDART00000167408,ENSDARG00000099996,rhot1a,protein_coding,403
ENSDART00000163500,ENSDARG00000099996,rhot1a,protein_coding,403
ENSDART00000170333,ENSDARG00000099997,cox20,protein_coding,84
ENSDART00000187313,ENSDARG00000099997,cox20,protein_coding,84
ENSDART00000161610,ENSDARG00000099999,tcf3b,protein_coding,1337
ENSDART00000165667,ENSDARG00000099999,tcf3b,protein_coding,1337
ENSDART00000150494,ENSDARG00000100001,znf1096,protein_coding,21
ENSDART00000159155,ENSDARG00000100001,znf1096,protein_coding,21
ENSDART00000159514,ENSDARG00000100003,glulb,protein_coding,3276
ENSDART00000170402,ENSDARG00000100003,glulb,protein_coding,3276
ENSDART00000168701,ENSDARG00000100003,glulb,protein_coding,3276
ENSDART00000166921,ENSDARG00000100003,glulb,protein_coding,3276
ENSDART00000172685,ENSDARG00000100006,si:ch211-76m11.5,protein_coding,53
ENSDART00000187687,ENSDARG00000100006,si:ch211-76m11.5,protein_coding,53
ENSDART00000187156,ENSDARG00000100006,si:ch211-76m11.5,protein_coding,53
ENSDART00000163100,ENSDARG00000100007,arhgap39,protein_coding,91
ENSDART00000185863,ENSDARG00000100007,arhgap39,protein_coding,91
ENSDART00000166651,ENSDARG00000100007,arhgap39,protein_coding,91
ENSDART00000163660,ENSDARG00000100011,strn,protein_coding,506
ENSDART00000167562,ENSDARG00000100013,dhx38,protein_coding,342
ENSDART00000162978,ENSDARG00000100013,dhx38,protein_coding,342
ENSDART00000172408,ENSDARG00000100019,arhgap11a,protein_coding,88
ENSDART00000160738,ENSDARG00000100019,arhgap11a,protein_coding,88
ENSDART00000157784,ENSDARG00000100019,arhgap11a,protein_coding,88
ENSDART00000168427,ENSDARG00000100019,arhgap11a,protein_coding,88
ENSDART00000159312,ENSDARG00000100020,pim1,protein_coding,1004
ENSDART00000160766,ENSDARG00000100020,pim1,protein_coding,1004
ENSDART00000172400,ENSDARG00000100020,pim1,protein_coding,1004
ENSDART00000167347,ENSDARG00000100021,plaat1,protein_coding,86
ENSDART00000182548,ENSDARG00000100021,plaat1,protein_coding,86
ENSDART00000173446,ENSDARG00000100024,hist1h2a6,protein_coding,2
ENSDART00000172178,ENSDARG00000100025,si:ch211-231f6.6,protein_coding,34
ENSDART00000158437,ENSDARG00000100026,olfch1,protein_coding,0
ENSDART00000158062,ENSDARG00000100028,pole2,protein_coding,62
ENSDART00000169601,ENSDARG00000100031,TADA1,protein_coding,53
ENSDART00000170362,ENSDARG00000100032,GABRB2,protein_coding,42
ENSDART00000170538,ENSDARG00000100037,CU929317.1,protein_coding,2
ENSDART00000170753,ENSDARG00000100043,CABZ01111454.1,protein_coding,53
ENSDART00000159846,ENSDARG00000100044,prtga,protein_coding,0
ENSDART00000189667,ENSDARG00000100044,prtga,protein_coding,0
ENSDART00000159712,ENSDARG00000100045,pimr184,protein_coding,0
ENSDART00000160959,ENSDARG00000100045,pimr184,protein_coding,0
ENSDART00000172561,ENSDARG00000100045,pimr184,protein_coding,0
ENSDART00000160510,ENSDARG00000100046,si:dkey-206d17.15,protein_coding,0
ENSDART00000158998,ENSDARG00000100047,ergic1,protein_coding,110
ENSDART00000165765,ENSDARG00000100051,spink2.4,protein_coding,0
ENSDART00000188577,ENSDARG00000100051,spink2.4,protein_coding,0
ENSDART00000163899,ENSDARG00000100052,cckb,protein_coding,163
ENSDART00000159109,ENSDARG00000100053,CABZ01044099.1,protein_coding,66
ENSDART00000171073,ENSDARG00000100055,tox2,protein_coding,388
ENSDART00000170752,ENSDARG00000100055,tox2,protein_coding,388
ENSDART00000172690,ENSDARG00000100057,ppfibp1b,protein_coding,396
ENSDART00000159915,ENSDARG00000100057,ppfibp1b,protein_coding,396
ENSDART00000165279,ENSDARG00000100057,ppfibp1b,protein_coding,396
ENSDART00000159253,ENSDARG00000100060,exosc7,protein_coding,60
ENSDART00000159931,ENSDARG00000100061,si:dkey-16p6.1,protein_coding,41
ENSDART00000192721,ENSDARG00000100061,si:dkey-16p6.1,protein_coding,41
ENSDART00000161639,ENSDARG00000100061,si:dkey-16p6.1,protein_coding,41
ENSDART00000182491,ENSDARG00000100061,si:dkey-16p6.1,protein_coding,41
ENSDART00000187359,ENSDARG00000100061,si:dkey-16p6.1,protein_coding,41
ENSDART00000190758,ENSDARG00000100061,si:dkey-16p6.1,protein_coding,41
ENSDART00000187481,ENSDARG00000100061,si:dkey-16p6.1,protein_coding,41
ENSDART00000180890,ENSDARG00000100061,si:dkey-16p6.1,protein_coding,41
ENSDART00000183986,ENSDARG00000100061,si:dkey-16p6.1,protein_coding,41
ENSDART00000162033,ENSDARG00000100065,CU467837.1,protein_coding,19
ENSDART00000161505,ENSDARG00000100072,mgrn1a,protein_coding,683
ENSDART00000162481,ENSDARG00000100072,mgrn1a,protein_coding,683
ENSDART00000184411,ENSDARG00000100072,mgrn1a,protein_coding,683
ENSDART00000168364,ENSDARG00000100072,mgrn1a,protein_coding,683
ENSDART00000159939,ENSDARG00000100075,abcg2a,protein_coding,1678
ENSDART00000165025,ENSDARG00000100075,abcg2a,protein_coding,1678
ENSDART00000170205,ENSDARG00000100081,dnai1.1,protein_coding,3
ENSDART00000169676,ENSDARG00000100081,dnai1.1,protein_coding,3
ENSDART00000163063,ENSDARG00000100081,dnai1.1,protein_coding,3
ENSDART00000165798,ENSDARG00000100081,dnai1.1,protein_coding,3
ENSDART00000160163,ENSDARG00000100081,dnai1.1,protein_coding,3
ENSDART00000169834,ENSDARG00000100082,ap3b1a,protein_coding,201
ENSDART00000171868,ENSDARG00000100083,sugt1,protein_coding,337
ENSDART00000166819,ENSDARG00000100083,sugt1,protein_coding,337
ENSDART00000164984,ENSDARG00000100083,sugt1,protein_coding,337
ENSDART00000162589,ENSDARG00000100083,sugt1,protein_coding,337
ENSDART00000180692,ENSDARG00000100083,sugt1,protein_coding,337
ENSDART00000169896,ENSDARG00000100084,CABZ01084603.1,protein_coding,189
ENSDART00000158216,ENSDARG00000100086,adipoqb,protein_coding,30
ENSDART00000191702,ENSDARG00000100086,adipoqb,protein_coding,30
ENSDART00000165196,ENSDARG00000100087,evx1,protein_coding,46
ENSDART00000163790,ENSDARG00000100087,evx1,protein_coding,46
ENSDART00000170636,ENSDARG00000100087,evx1,protein_coding,46
ENSDART00000191311,ENSDARG00000100087,evx1,protein_coding,46
ENSDART00000165867,ENSDARG00000100088,zmp:0000001114,protein_coding,637
ENSDART00000164805,ENSDARG00000100089,camk2b2,protein_coding,45
ENSDART00000157573,ENSDARG00000100089,camk2b2,protein_coding,45
ENSDART00000175481,ENSDARG00000100089,camk2b2,protein_coding,45
ENSDART00000186505,ENSDARG00000100089,camk2b2,protein_coding,45
ENSDART00000169518,ENSDARG00000100090,si:dkey-11d20.1,protein_coding,0
ENSDART00000168681,ENSDARG00000100090,si:dkey-11d20.1,protein_coding,0
ENSDART00000170107,ENSDARG00000100093,ppp2r2ca,protein_coding,360
ENSDART00000075749,ENSDARG00000100093,ppp2r2ca,protein_coding,360
ENSDART00000158856,ENSDARG00000100095,anxa1b,protein_coding,739
ENSDART00000170560,ENSDARG00000100095,anxa1b,protein_coding,739
ENSDART00000162006,ENSDARG00000100096,CU855936.1,protein_coding,1
ENSDART00000172999,ENSDARG00000100097,mafgb,protein_coding,97
ENSDART00000189249,ENSDARG00000100097,mafgb,protein_coding,97
ENSDART00000172238,ENSDARG00000100097,mafgb,protein_coding,97
ENSDART00000161115,ENSDARG00000100098,CR382281.1,protein_coding,2
ENSDART00000163816,ENSDARG00000100099,si:dkey-238o14.1,protein_coding,7
ENSDART00000163956,ENSDARG00000100099,si:dkey-238o14.1,protein_coding,7
ENSDART00000165986,ENSDARG00000100104,zgc:101785,protein_coding,16
ENSDART00000166714,ENSDARG00000100105,impg2b,protein_coding,62
ENSDART00000160562,ENSDARG00000100105,impg2b,protein_coding,62
ENSDART00000166177,ENSDARG00000100105,impg2b,protein_coding,62
ENSDART00000161539,ENSDARG00000100106,CR385054.1,protein_coding,8
ENSDART00000168250,ENSDARG00000100108,cul3b,protein_coding,673
ENSDART00000159032,ENSDARG00000100108,cul3b,protein_coding,673
ENSDART00000163548,ENSDARG00000100110,si:ch211-237a4.2,protein_coding,26
ENSDART00000180679,ENSDARG00000100110,si:ch211-237a4.2,protein_coding,26
ENSDART00000170780,ENSDARG00000100110,si:ch211-237a4.2,protein_coding,26
ENSDART00000162279,ENSDARG00000100112,znf1118,protein_coding,7
ENSDART00000168471,ENSDARG00000100112,znf1118,protein_coding,7
ENSDART00000161957,ENSDARG00000100113,AL935044.2,protein_coding,7
ENSDART00000162355,ENSDARG00000100114,sf3a3,protein_coding,552
ENSDART00000160433,ENSDARG00000100114,sf3a3,protein_coding,552
ENSDART00000190798,ENSDARG00000100114,sf3a3,protein_coding,552
ENSDART00000171284,ENSDARG00000100114,sf3a3,protein_coding,552
ENSDART00000161471,ENSDARG00000100115,dnah1,protein_coding,87
ENSDART00000162066,ENSDARG00000100115,dnah1,protein_coding,87
ENSDART00000159347,ENSDARG00000100116,mrps24,protein_coding,91
ENSDART00000165213,ENSDARG00000100119,caskb,protein_coding,429
ENSDART00000164469,ENSDARG00000100119,caskb,protein_coding,429
ENSDART00000169634,ENSDARG00000100121,si:dkey-21c1.8,protein_coding,16
ENSDART00000164257,ENSDARG00000100127,znf1178,protein_coding,20
ENSDART00000168568,ENSDARG00000100128,CU861477.1,protein_coding,108
ENSDART00000168030,ENSDARG00000100129,brd3b,protein_coding,1209
ENSDART00000158248,ENSDARG00000100129,brd3b,protein_coding,1209
ENSDART00000172321,ENSDARG00000100129,brd3b,protein_coding,1209
ENSDART00000171350,ENSDARG00000100131,cdh29,protein_coding,94
ENSDART00000189816,ENSDARG00000100131,cdh29,protein_coding,94
ENSDART00000185104,ENSDARG00000100131,cdh29,protein_coding,94
ENSDART00000160096,ENSDARG00000100131,cdh29,protein_coding,94
ENSDART00000191559,ENSDARG00000100131,cdh29,protein_coding,94
ENSDART00000166754,ENSDARG00000100132,CU929402.1,protein_coding,0
ENSDART00000169062,ENSDARG00000100133,cnmd,protein_coding,1538
ENSDART00000165991,ENSDARG00000100133,cnmd,protein_coding,1538
ENSDART00000171993,ENSDARG00000100133,cnmd,protein_coding,1538
ENSDART00000171920,ENSDARG00000100136,dcp1a,protein_coding,139
ENSDART00000103025,ENSDARG00000100137,il17ra2,protein_coding,0
ENSDART00000170786,ENSDARG00000100137,il17ra2,protein_coding,0
ENSDART00000164072,ENSDARG00000100139,si:ch211-113d22.2,protein_coding,304
ENSDART00000168541,ENSDARG00000100139,si:ch211-113d22.2,protein_coding,304
ENSDART00000159338,ENSDARG00000100139,si:ch211-113d22.2,protein_coding,304
ENSDART00000163583,ENSDARG00000100141,CR626874.1,protein_coding,2
ENSDART00000165929,ENSDARG00000100142,znf1083,protein_coding,15
ENSDART00000166440,ENSDARG00000100143,lrp6,protein_coding,475
ENSDART00000157877,ENSDARG00000100145,CABZ01092282.1,protein_coding,462
ENSDART00000171798,ENSDARG00000100148,znf1150,protein_coding,0
ENSDART00000162413,ENSDARG00000100149,axin2,protein_coding,764
ENSDART00000157879,ENSDARG00000100149,axin2,protein_coding,764
ENSDART00000171441,ENSDARG00000100149,axin2,protein_coding,764
ENSDART00000176127,ENSDARG00000100149,axin2,protein_coding,764
ENSDART00000160435,ENSDARG00000100150,FQ377903.1,protein_coding,35
ENSDART00000172088,ENSDARG00000100151,appl2,protein_coding,414
ENSDART00000164208,ENSDARG00000100151,appl2,protein_coding,414
ENSDART00000161035,ENSDARG00000100152,CABZ01067761.1,protein_coding,15
ENSDART00000161208,ENSDARG00000100155,si:ch211-217i17.1,protein_coding,0
ENSDART00000163477,ENSDARG00000100157,tamm41,protein_coding,81
ENSDART00000169372,ENSDARG00000100159,angptl1b,protein_coding,22
ENSDART00000171196,ENSDARG00000100160,si:dkey-205i10.2,protein_coding,9
ENSDART00000192218,ENSDARG00000100160,si:dkey-205i10.2,protein_coding,9
ENSDART00000159802,ENSDARG00000100161,CR382337.2,protein_coding,6
ENSDART00000166857,ENSDARG00000100162,CABZ01059120.1,protein_coding,56
ENSDART00000163082,ENSDARG00000100163,tox4b,protein_coding,98
ENSDART00000192997,ENSDARG00000100163,tox4b,protein_coding,98
ENSDART00000125751,ENSDARG00000100164,si:dkey-16p6.1,protein_coding,9
ENSDART00000174138,ENSDARG00000100164,si:dkey-16p6.1,protein_coding,9
ENSDART00000164825,ENSDARG00000100164,si:dkey-16p6.1,protein_coding,9
ENSDART00000163932,ENSDARG00000100164,si:dkey-16p6.1,protein_coding,9
ENSDART00000161938,ENSDARG00000100166,si:dkeyp-9d4.3,protein_coding,901
ENSDART00000165968,ENSDARG00000100167,CSDC2,protein_coding,25
ENSDART00000172632,ENSDARG00000100170,pam,protein_coding,1868
ENSDART00000157885,ENSDARG00000100170,pam,protein_coding,1868
ENSDART00000184734,ENSDARG00000100170,pam,protein_coding,1868
ENSDART00000159769,ENSDARG00000100170,pam,protein_coding,1868
ENSDART00000183217,ENSDARG00000100170,pam,protein_coding,1868
ENSDART00000159731,ENSDARG00000100179,gb:ai877918,protein_coding,62
ENSDART00000182199,ENSDARG00000100179,gb:ai877918,protein_coding,62
ENSDART00000168760,ENSDARG00000100181,lamp1a,protein_coding,262
ENSDART00000160425,ENSDARG00000100181,lamp1a,protein_coding,262
ENSDART00000166589,ENSDARG00000100184,ly97.2,protein_coding,12
ENSDART00000157761,ENSDARG00000100185,elovl7b,protein_coding,21
ENSDART00000180240,ENSDARG00000100186,CU655842.1,protein_coding,169
ENSDART00000164256,ENSDARG00000100186,CU655842.1,protein_coding,169
ENSDART00000163341,ENSDARG00000100188,rnps1,protein_coding,66
ENSDART00000168614,ENSDARG00000100190,si:ch211-188p14.4,protein_coding,130
ENSDART00000167015,ENSDARG00000100190,si:ch211-188p14.4,protein_coding,130
ENSDART00000169428,ENSDARG00000100192,znf1155,protein_coding,60
ENSDART00000162221,ENSDARG00000100192,znf1155,protein_coding,60
ENSDART00000157840,ENSDARG00000100192,znf1155,protein_coding,60
ENSDART00000169133,ENSDARG00000100192,znf1155,protein_coding,60
ENSDART00000166644,ENSDARG00000100192,znf1155,protein_coding,60
ENSDART00000158620,ENSDARG00000100195,AL953858.1,protein_coding,0
ENSDART00000160282,ENSDARG00000100196,znf1160,protein_coding,19
ENSDART00000169455,ENSDARG00000100197,zgc:171929,protein_coding,0
ENSDART00000172101,ENSDARG00000100198,sncaip,protein_coding,140
ENSDART00000172281,ENSDARG00000100199,si:ch1073-185p12.2,protein_coding,19
ENSDART00000186262,ENSDARG00000100199,si:ch1073-185p12.2,protein_coding,19
ENSDART00000162991,ENSDARG00000100202,BX537249.1,protein_coding,0
ENSDART00000157456,ENSDARG00000100203,CABZ01056637.1,protein_coding,5
ENSDART00000163167,ENSDARG00000100206,klhdc4,protein_coding,166
ENSDART00000171834,ENSDARG00000100206,klhdc4,protein_coding,166
ENSDART00000170482,ENSDARG00000100209,prpf39,protein_coding,829
ENSDART00000159767,ENSDARG00000100214,si:dkey-247i3.6,protein_coding,6
ENSDART00000161839,ENSDARG00000100214,si:dkey-247i3.6,protein_coding,6
ENSDART00000163663,ENSDARG00000100214,si:dkey-247i3.6,protein_coding,6
ENSDART00000166070,ENSDARG00000100217,si:ch211-117l17.7,protein_coding,0
ENSDART00000162386,ENSDARG00000100219,si:dkey-264f17.1,protein_coding,55
ENSDART00000189170,ENSDARG00000100219,si:dkey-264f17.1,protein_coding,55
ENSDART00000173020,ENSDARG00000100222,utrn,protein_coding,1158
ENSDART00000165957,ENSDARG00000100222,utrn,protein_coding,1158
ENSDART00000105287,ENSDARG00000100222,utrn,protein_coding,1158
ENSDART00000162294,ENSDARG00000100222,utrn,protein_coding,1158
ENSDART00000173133,ENSDARG00000100222,utrn,protein_coding,1158
ENSDART00000179877,ENSDARG00000100222,utrn,protein_coding,1158
ENSDART00000170942,ENSDARG00000100222,utrn,protein_coding,1158
ENSDART00000165267,ENSDARG00000100223,gpa33a,protein_coding,871
ENSDART00000164282,ENSDARG00000100223,gpa33a,protein_coding,871
